entry,reco_asso_showers,reco_asso_tracks,reco_shower_energy_max,reco_shower_start_to_nearest_dead_wire_plane0,reco_shower_start_to_nearest_dead_wire_plane1,reco_shower_start_to_nearest_dead_wire_plane2,reco_shower_start_dist_to_SCB,reco_shower_conversion_distance,reco_shower_sliceId,reco_shower_nuscore,reco_shower_isclearcosmic,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_length,reco_shower_opening_angle,reco_shower_dirx,reco_shower_diry,reco_shower_dirz,reco_shower_implied_dirx,reco_shower_implied_diry,reco_shower_implied_dirz,reco_shower_dEdx_amalgamated,sss_num_unassociated_hits,sss_candidate_impact_parameter,sss_candidate_min_dist,sss_candidate_angle_to_shower,sss2d_ioc_ranked_angle_to_shower,sss3d_ioc_ranked_conv,sss3d_ioc_ranked_invar,sss3d_invar_ranked_implied_opang,sim_shower_pdg,sim_shower_overlay_fraction,sim_shower_matched
8874,1.0,0,1773.8713967113079,999999.0,999999.0,999999.0,12.996505737304688,0.42119428974109885,0.0,0.8987608551979065,0.0,0.012554065324366093,0.03673331945726731,0.08399468873722075,192.01681518554688,0.07170667499303818,0.3998199701309204,0.03366195410490036,0.9159752726554871,-0.3411854612994053,0.3866010804195855,-0.8568150825098267,3.7045705423081157,707.0,1.9814051708075526,35.59940682997207,0.08874767031933516,2.6103231289092355,31.94363519186867,174.54795254999715,-0.23967061561499858,-11.0,0.011928429423459244,1.0
8876,1.0,0,512.5018464803466,999999.0,999999.0,999999.0,26.915283203125,0.20580715292637133,2.0,0.9258805513381958,0.0,0.016436338424682617,0.005816214021611733,0.00795894076708347,75.34471893310547,0.22797131538391113,0.5900107026100159,0.004695959389209747,0.8073819875717163,-0.07166673639771787,-0.8692314160370818,0.48918363041732055,1.7692823780018037,339.0,1.2025235095214597,21.576359515541036,0.4113624359519142,0.4113624359519142,11.293882272694438,100.96775842620181,-0.17427062001319626,11.0,0.007575757575757576,1.0
8878,1.0,0,300.73656362499514,999999.0,999999.0,999999.0,33.96266864005359,0.17641834020072952,0.0,0.9765353202819824,0.0,0.02721509151160717,-0.02704282434316132,-0.09383841196151384,67.5669937133789,0.25987640023231506,0.27613306045532227,-0.02598821371793747,0.960767924785614,0.2609466031093072,-0.7393775395027884,0.6206671607266783,4.893141444427909,434.0,6.9251304789612e-310,50.63845606914972,6.96344067e-315,6.96344067e-315,43.878859067740656,17.786589649957165,-0.8882306263671984,11.0,0.021994134897360705,1.0
8880,1.0,0,306.7542977022756,999999.0,999999.0,999999.0,16.13250732421875,0.3147553422005917,0.0,0.6873514652252197,0.0,0.036754947155714035,0.11335466223645993,0.20068921523276498,60.684837341308594,0.15837311744689941,0.4859604239463806,0.09885779768228531,0.8683720231056213,0.5917255541867174,-0.6740840459832895,0.44212166591699675,3.6845805846067714,408.0,102.50050603976345,141.33116530295732,2.914883286933678,2.914883286933678,34.692366594231814,89.65987270414405,0.3677398584534033,11.0,0.017994858611825194,1.0
8881,1.0,0,645.5309635520199,999999.0,999999.0,999999.0,7.833114205943985,0.8705812355644025,0.0,0.9987765550613403,0.0,0.008037304505705833,0.24386757770259052,0.5219157880646843,141.85531616210938,0.1465309113264084,0.387112557888031,0.22263170778751373,0.8947507739067078,0.4802783712878382,0.7621145952973425,0.4341820237041941,4.358095725791072,96.0,-99999.0,-99999.0,-99999.0,-9.0,58.31278149803358,173.72144455281884,-0.42104576264591853,-11.0,0.009830205540661306,1.0
8882,1.0,0,1962.6034562934847,999999.0,999999.0,999999.0,46.17962646484375,0.23297484320446127,2.0,0.0004702136793639511,0.0,0.0006319868844002485,0.04608712687933815,0.08822258392809709,155.3350067138672,0.1454232782125473,0.4619499444961548,0.040860481560230255,0.8859642744064331,0.4464823910098059,-0.5523721380635105,0.7039449521157979,9.83897690680741,328.0,25.090519075567755,111.37321696636396,1.7912438119184273,1.7912438119184273,12.454749642165257,242.65984063019516,-0.5566112187472758,-11.0,0.02014098690835851,1.0
8886,1.0,0,634.7353488550109,999999.0,999999.0,999999.0,14.940458297729492,0.4083682211353289,1.0,0.9975950717926025,0.0,0.008584962226450443,0.012128617279739774,0.02647353073988192,202.9176025390625,0.08111780881881714,0.4164215624332428,0.011026725172996521,0.9091048240661621,0.396693065342565,0.889452241242462,-0.22695665325757855,4.3465651750807,160.0,1.88238529e-315,0.1335092728012492,1.882385526e-315,1.882385526e-315,76.00569514094444,172.33272437728917,0.19434737716074224,11.0,0.0016778523489932886,1.0
8887,1.0,0,787.6877433340287,999999.0,999999.0,999999.0,30.438247680664062,1.3223489344596269,1.0,0.8573455214500427,0.0,0.004468223080039024,0.10929525132962416,0.196977893653044,78.33051300048828,0.1886139214038849,0.47961023449897766,0.09571373462677002,0.872245728969574,0.19594638776352677,-0.5925182905644811,0.781362328544812,3.8124495245551335,132.0,25.751708823003263,48.49347750138582,1.2107737022650487,2.664032772733877,21.190261075144928,476.53018111167256,0.3304166790217389,11.0,0.014629948364888123,1.0
8891,1.0,0,533.4223957528736,999999.0,999999.0,999999.0,37.24413424849619,0.6535347814953032,4.0,0.3378949761390686,0.0,0.0004956830525770783,-0.007158102948591616,-0.013074984148720246,132.25338745117188,0.1575239598751068,0.4801868200302124,-0.00627879286184907,0.8771438002586365,0.6065366886191867,0.6758571685834014,0.4187246506157709,2.8397352606385913,103.0,6.92513047893194e-310,121.4821697353488,1087.0,999.0,-9.0,-9.0,-9.0,11.0,0.013713080168776372,1.0
8893,1.0,0,937.1101626562189,999999.0,999999.0,999999.0,5.762767791748047,1.3611756116349734,3.0,0.8786693215370178,0.0,0.05230258032679558,0.14194210340873434,0.2484253590486777,143.38516235351562,0.16868922114372253,0.4870651364326477,0.12355151772499084,0.8645824193954468,0.3396846018310783,-0.2329327496169643,0.9112391044258047,0.8919289214274304,498.0,1.911111135e-315,21.603500264609476,2.28314233e-315,2.28314233e-315,35.59604500423608,28.213401425574375,0.9605540633541411,-11.0,0.058187863674147966,1.0
8894,1.0,0,1850.2347777836535,999999.0,999999.0,999999.0,107.20606190063076,28.410679135170472,4.0,0.0,0.0,0.011160052381455898,0.019155925806703493,0.0360289435534724,163.0791015625,0.1795189380645752,0.46927163004875183,0.01691468060016632,0.8828918933868408,0.5163964235385425,0.41595047576236244,0.7485452127090698,13.555929993076463,270.0,0.13848669693028462,0.1784569744844827,2.8807163674315293,2.8807163674315293,59.95928653931114,31.226434723942045,0.46927163004875194,11.0,0.0041356492969396195,1.0
8899,1.0,0,482.1211206757909,999999.0,999999.0,999999.0,61.856040954589844,0.18867395927529762,1.0,0.8895246386528015,0.0,0.00945204310119152,0.08837225447009078,0.1991939971931119,313.8349914550781,0.06565581262111664,0.40058526396751404,0.08086656779050827,0.9126840233802795,-0.26049466369971563,0.8818484361942562,-0.39304690021130645,4.819222092728183,715.0,1.753563324e-315,38.249156944858385,1.753563324e-315,1.753563324e-315,15.100627617078317,307.320215458654,-0.9706454273769711,-11.0,0.00931098696461825,1.0
