run_number,subrun_number,event_number,ppfx_cv,weightSplineTimesTune,sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
17475.000,102.000,5115.000,-0.000,-14622437014834134384640.000,0.136,108.094,0.000,0.036,0.190,2.675,0.203,0.903,0.034
15529.000,72.000,3623.000,-0.000,-14622437014834134384640.000,-99999.000,199.045,0.268,0.023,-2.266,-2.041,0.178,-0.696,0.044
16141.000,140.000,7031.000,-0.000,-14622437014834134384640.000,25.534,63.180,0.823,0.129,0.367,2.696,0.140,0.723,0.043
18218.000,124.000,6213.000,-0.000,-14622437014834134384640.000,39.373,299.050,0.795,0.218,0.308,0.502,0.119,0.893,0.855
17080.000,41.000,2056.000,-0.000,-14622437014834134384640.000,26.918,1593.233,1.000,0.008,-0.320,-0.560,0.209,0.846,0.242
17488.000,330.000,16510.000,-0.000,-14622437014834134384640.000,7.491,258.212,0.045,0.121,1.121,2.077,0.324,0.436,0.005
18615.000,495.000,24753.000,-14747.215,-2344335872.000,-99999.000,769.950,0.823,0.000,-0.003,-0.004,0.297,0.817,0.754
16437.000,69.000,3494.000,-0.000,-14622437014834134384640.000,205.217,222.856,0.116,0.007,1.236,2.469,0.092,0.214,0.006
18685.000,340.000,17038.000,-0.000,-14622437014834134384640.000,6.649,390.336,0.147,0.006,-0.304,-0.723,0.210,0.891,0.105
18954.000,270.000,13515.000,-0.000,-14622437014834134384640.000,31.702,325.388,0.135,0.034,-0.062,-3.092,0.417,0.557,0.016
