sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
13.021,114.088,0.037,0.133,-1.259,-0.966,0.281,0.213,0.006
39.424,37.162,0.009,0.076,1.397,0.664,0.443,0.233,0.011
68.962,32.244,0.244,0.090,0.488,2.254,0.214,0.836,0.012
0.054,212.971,0.000,0.003,-1.135,-1.536,0.189,0.325,0.006
10.444,23.161,0.005,0.207,0.886,2.131,0.423,0.603,0.013
35.411,39.680,0.113,0.096,0.359,1.054,0.617,0.962,0.161
23.644,99.330,0.194,0.067,-1.592,-2.449,0.233,-0.142,0.008
12.768,78.165,0.004,0.159,-1.738,-2.199,0.033,-0.265,0.005
6.561,47.579,0.024,0.295,-2.292,-2.561,0.177,-0.542,0.003
9.871,203.623,0.010,0.236,-1.052,-1.093,0.063,0.397,0.004
18.332,35.887,0.024,0.196,-0.884,-1.342,0.231,0.552,0.002
0.148,65.447,0.000,0.205,2.250,1.565,0.069,-0.540,0.004
12.034,26.480,0.006,0.416,-1.226,-2.099,0.092,0.168,0.002
7.503,81.634,0.012,0.438,2.515,1.520,0.229,-0.738,0.017
-99999.000,261.160,0.155,0.429,-1.089,-2.151,0.059,0.276,0.004
20.802,50.031,0.018,0.318,2.589,1.625,0.174,-0.790,0.008
-99999.000,26.698,0.000,0.077,-0.151,-0.191,0.590,0.809,0.113
16.406,122.119,0.021,0.236,-1.322,-1.273,0.138,0.158,0.005
207.460,164.561,0.107,0.128,-0.638,-2.650,0.096,0.431,0.009
0.292,41.656,0.000,0.025,0.801,1.531,0.233,0.768,0.006
6.725,245.060,0.027,0.276,1.152,1.196,0.269,0.497,0.010
34.755,55.303,0.035,0.118,-1.549,-1.192,0.216,-0.049,0.006
57.370,25.475,0.019,0.352,-1.014,-1.993,0.185,0.377,0.002
12.015,40.090,0.113,0.365,1.142,1.122,0.131,0.498,0.003
19.803,75.243,0.008,0.230,-1.169,-1.717,0.090,0.277,0.006
135.489,41.166,0.200,0.478,2.493,0.649,0.112,-0.518,0.008
12.685,67.418,0.032,0.240,-0.665,-2.478,0.443,0.512,0.016
-99999.000,38.543,0.191,0.487,-0.631,-0.967,0.191,0.713,0.011
63.742,45.309,0.014,0.041,-2.538,-1.511,0.348,-0.873,0.017
79.317,559.066,0.152,0.470,-0.846,-2.568,0.047,0.318,0.005
109.825,42.166,0.014,0.382,-1.480,-1.187,0.111,0.015,0.003
-99999.000,62.182,0.019,0.422,1.415,1.063,0.042,0.264,0.003
6.832,203.976,0.035,0.268,-1.474,-0.887,0.331,0.042,0.005
0.029,169.957,0.000,0.480,-1.805,-1.070,0.051,-0.257,0.004
26.535,246.706,0.005,0.013,-1.126,-1.497,0.073,0.335,0.005
-99999.000,118.169,0.093,0.150,-0.955,-1.302,0.298,0.491,0.010
30.369,128.226,0.169,0.498,-1.138,-1.849,0.185,0.289,0.007
18.803,111.205,0.030,0.023,-1.233,-1.856,0.049,0.199,0.004
8.847,22.925,0.001,0.196,-0.047,-0.191,0.195,0.976,0.090
38.439,242.682,0.011,0.004,-1.236,-1.947,0.104,0.183,0.004
134.050,136.815,0.000,0.077,0.799,1.310,0.047,0.768,0.038
39.085,279.836,0.671,0.094,-0.462,-0.425,0.292,0.654,0.216
24.202,145.230,0.013,0.108,-1.476,-1.759,0.098,-0.026,0.005
16.954,397.593,0.001,0.003,1.476,1.834,0.165,0.172,0.004
24.603,177.845,0.099,0.392,-0.921,-0.812,0.112,0.459,0.010
66.661,306.500,0.049,0.304,-0.942,-2.938,0.028,0.047,0.005
0.072,31.070,0.000,0.008,-1.308,-1.836,0.244,0.130,0.003
-99999.000,130.524,0.042,0.398,-1.941,-2.667,0.082,-0.290,0.004
40.577,20.057,0.163,0.151,-0.537,-2.157,0.153,0.729,0.005
15.467,50.677,0.011,0.338,-1.967,-1.748,0.252,-0.487,0.002
21.578,58.139,0.059,0.176,-1.030,-1.441,0.180,0.426,0.007
16.819,264.251,0.000,0.007,1.204,1.647,0.128,0.447,0.005
12.982,238.533,0.016,0.088,-1.281,-1.372,0.453,0.193,0.017
0.040,122.247,0.000,0.028,-1.721,-1.623,0.123,-0.257,0.005
11.892,36.804,0.100,0.195,-0.998,-0.813,0.220,0.400,0.003
11.686,469.437,0.567,0.032,-0.988,-1.250,0.339,0.461,0.008
56.523,37.468,0.007,0.179,-1.181,-1.618,0.130,0.275,0.002
-99999.000,661.639,0.462,0.308,0.313,2.206,0.127,0.934,0.027
0.171,57.647,0.015,0.059,-1.720,-2.609,0.586,-0.197,0.013
61.236,162.024,0.029,0.349,-2.298,-0.623,0.151,-0.455,0.011
-99999.000,280.191,0.027,0.006,-2.120,-1.181,0.175,-0.548,0.007
5.144,59.613,0.627,0.374,0.271,0.447,0.213,0.897,0.591
255.599,21.148,0.276,0.391,-0.213,-0.313,0.158,0.835,0.106
98.784,11.246,0.015,0.447,-0.650,-1.429,0.385,0.729,0.008
-99999.000,207.112,0.018,0.356,-0.910,-2.270,0.055,0.393,0.003
6.566,133.437,0.005,0.180,-1.240,-1.594,0.083,0.219,0.004
34.526,44.196,0.027,0.318,-2.249,-1.458,0.192,-0.695,0.004
16.427,30.379,0.146,0.435,-1.220,-0.541,0.208,0.197,0.003
0.058,41.739,0.000,0.043,-0.370,-0.949,0.272,0.877,0.030
69.123,31.857,0.664,0.255,0.009,0.015,0.203,0.895,0.342
171.958,20.222,0.872,0.113,-0.082,-2.245,0.294,0.972,0.028
33.493,25.931,0.025,0.427,0.980,1.059,0.174,0.614,0.010
16.634,913.223,0.069,0.003,-0.745,-2.706,0.226,0.307,0.006
3.744,105.706,0.852,0.191,-1.006,-0.784,0.044,0.387,0.030
19.462,125.216,0.006,0.059,-0.907,-2.135,0.024,0.436,0.006
8.307,59.413,0.060,0.192,1.444,0.735,0.196,0.213,0.009
15.332,24.085,0.126,0.257,1.106,1.647,0.096,0.533,0.003
82.007,179.582,0.020,0.371,1.674,0.832,0.021,0.056,0.014
123.752,35.380,0.051,0.176,-2.378,-1.135,0.220,-0.727,0.006
0.015,553.962,0.000,0.005,-0.617,-1.491,0.184,0.750,0.014
30.642,31.462,0.082,0.439,-1.563,-2.627,0.171,-0.117,0.002
41.649,21.015,0.038,0.233,-1.168,-1.197,0.220,0.300,0.003
31.424,284.875,0.069,0.024,-2.236,-1.897,0.224,-0.692,0.022
6.656,21.660,0.092,0.472,-1.369,-1.914,0.100,0.064,0.005
-99999.000,44.576,0.632,0.483,0.107,2.956,0.217,0.828,0.024
35.755,300.324,0.039,0.095,0.529,2.163,0.237,0.835,0.024
0.155,85.896,0.000,0.036,-1.961,-2.102,0.150,-0.456,0.009
16.905,432.110,0.000,0.001,-1.346,-1.753,0.105,0.102,0.004
10.833,72.880,0.117,0.056,-0.919,-1.241,0.209,0.519,0.010
39.075,147.172,0.004,0.245,-1.454,-1.850,0.195,-0.012,0.004
71.327,74.828,0.027,0.315,1.021,1.282,0.022,0.609,0.057
-99999.000,34.938,0.827,0.308,0.417,0.905,0.478,0.929,0.375
4.619,733.499,0.087,0.000,1.351,1.653,0.412,0.312,0.004
11.211,2318.903,0.002,0.273,-2.149,-1.282,0.426,-0.593,0.016
35.162,43.615,0.074,0.161,-0.800,-2.123,0.130,0.530,0.003
23.166,126.668,0.042,0.379,-0.193,-3.001,0.129,0.503,0.006
17.869,618.608,0.010,0.003,-1.534,-1.183,0.135,-0.034,0.004
9.373,97.555,0.081,0.109,1.364,2.381,0.146,0.158,0.005
-99999.000,198.293,0.087,0.006,-0.882,-2.041,0.203,0.481,0.009
-99999.000,26.674,0.096,0.044,-1.346,-2.460,0.257,0.014,0.005
-99999.000,28.117,0.131,0.431,0.572,2.508,0.127,0.670,0.009
33.665,52.736,0.015,0.421,-1.548,-0.793,0.082,-0.004,0.005
14.969,92.894,0.063,0.266,1.244,1.422,0.228,0.425,0.007
0.095,56.419,0.000,0.004,1.163,2.194,0.190,0.366,0.007
-99999.000,127.602,0.010,0.496,-0.553,-0.658,0.124,0.696,0.020
0.165,134.209,0.059,0.221,-0.909,-1.633,0.477,0.521,0.029
10.308,153.883,0.068,0.306,2.607,1.618,0.019,-0.801,0.018
60.450,14.633,0.016,0.344,-0.259,-0.082,0.258,0.361,0.005
25.571,224.000,0.193,0.051,-2.274,-1.632,0.382,-0.725,0.034
0.125,12.544,0.011,0.336,1.717,1.575,0.407,-0.040,0.003
36.288,44.787,0.029,0.131,-0.981,-1.972,0.323,0.410,0.002
0.057,26.718,0.000,0.281,-0.936,-0.841,0.124,0.453,0.003
91.220,178.632,0.048,0.124,-1.376,-1.637,0.104,0.082,0.009
7.655,18.358,0.040,0.455,-1.017,-1.255,0.132,0.437,0.002
39.204,209.513,0.030,0.137,-1.471,-1.491,0.505,-0.001,0.031
0.122,40.973,0.000,0.036,2.008,1.127,0.104,-0.266,0.003
20.747,37.239,0.123,0.346,-0.499,-3.003,0.279,0.154,0.002
5.994,39.830,0.092,0.238,1.479,1.690,0.132,0.186,0.002
-99999.000,26.163,0.056,0.368,-0.718,-0.162,0.230,0.239,0.003
35.917,41.703,0.115,0.211,-1.190,-2.086,0.241,0.202,0.002
8.922,583.980,0.072,0.291,1.543,2.300,0.027,0.047,0.002
105.442,316.123,0.019,0.019,-0.907,-1.358,0.125,0.533,0.007
34.716,56.811,0.013,0.494,-1.588,-1.985,0.100,-0.144,0.005
40.050,1117.253,0.142,0.005,-1.402,-0.558,0.048,0.100,0.002
15.222,127.118,0.128,0.054,-1.477,-1.597,0.338,-0.014,0.006
27.047,138.976,0.009,0.085,-1.052,-1.031,0.353,0.390,0.006
13.635,383.417,0.130,0.004,-0.976,-2.081,0.196,0.391,0.005
24.270,26.348,0.075,0.195,1.234,1.970,0.218,0.368,0.003
10.783,60.546,0.199,0.497,-2.490,-1.246,0.154,-0.819,0.020
33.437,122.914,0.229,0.044,-0.906,-0.864,0.320,0.482,0.016
80.640,36.555,0.165,0.336,-0.267,-2.894,0.212,0.585,0.003
0.173,29.319,0.000,0.013,-1.177,-2.070,0.219,0.217,0.003
14.453,334.247,0.022,0.005,-1.540,-1.525,0.310,-0.072,0.005
40.144,119.178,0.010,0.177,-1.469,-1.685,0.071,-0.014,0.005
-99999.000,139.673,0.011,0.459,-1.385,-1.871,0.185,0.052,0.003
0.333,23.129,0.035,0.144,-0.666,-1.441,0.269,0.718,0.006
11.292,1332.942,0.999,0.060,2.334,1.347,0.235,-0.588,0.015
123.059,106.303,0.016,0.008,-1.501,-1.483,0.115,-0.030,0.009
0.381,23.568,0.000,0.348,-1.341,-1.416,0.228,0.133,0.002
35.842,55.964,0.009,0.396,-1.057,-1.359,0.364,0.403,0.003
0.071,38.581,0.000,0.016,-1.191,-1.048,0.192,0.274,0.003
228.191,330.581,0.000,0.156,1.546,1.553,0.065,0.132,0.006
57.831,39.192,0.000,0.007,1.868,2.680,0.198,-0.157,0.005
262.406,22.978,0.002,0.456,-1.407,-1.479,0.210,0.063,0.001
111.364,136.283,0.037,0.476,1.494,1.471,0.052,0.189,0.008
19.386,223.498,0.028,0.049,-1.592,-1.288,0.244,-0.100,0.005
153.011,24.909,0.128,0.327,-0.787,-2.094,0.088,0.548,0.004
13.632,38.559,0.020,0.187,-0.870,-2.337,0.108,0.403,0.002
53.156,58.794,0.046,0.459,-1.460,-1.236,0.148,0.029,0.007
5.381,33.670,0.020,0.482,-1.153,-2.271,0.190,0.194,0.002
0.095,199.574,0.000,0.004,1.250,2.029,0.198,0.341,0.006
0.106,29.005,0.000,0.007,-2.075,-0.972,0.251,-0.450,0.004
-99999.000,121.342,0.091,0.231,-1.191,-1.183,0.078,0.280,0.007
-99999.000,160.248,0.123,0.141,-2.461,-0.929,0.177,-0.724,0.022
5.000,66.374,0.079,0.475,-0.821,-1.978,0.137,0.546,0.010
26.420,34.773,0.000,0.248,-1.208,-1.552,0.605,0.254,0.012
48.700,89.820,0.026,0.490,-1.393,-1.059,0.268,0.100,0.010
8.969,35.293,0.197,0.111,-1.168,-0.043,0.656,0.092,0.020
0.145,347.809,0.000,0.320,0.525,3.040,0.039,0.105,0.002
12.572,85.907,0.450,0.272,-0.528,-0.859,0.161,0.767,0.047
56.524,109.210,0.029,0.127,-1.421,-1.697,0.078,0.033,0.006
9.519,75.993,0.219,0.059,-0.996,-1.707,0.154,0.438,0.011
115.244,668.332,0.027,0.003,1.552,1.450,0.014,0.133,0.006
0.124,525.159,0.000,0.006,-0.583,-0.614,0.129,0.654,0.019
54.253,31.828,0.064,0.182,-0.327,-2.189,0.201,0.864,0.009
17.367,45.142,0.090,0.412,-1.132,-1.189,0.110,0.333,0.002
12.145,101.466,0.063,0.064,1.848,1.316,0.316,-0.145,0.007
8.874,129.403,0.082,0.193,1.786,2.396,0.311,-0.132,0.005
0.202,395.634,0.000,0.001,1.230,1.886,0.497,0.389,0.010
1.000,6.347,0.113,0.381,1.071,1.035,0.483,0.540,0.045
11.176,1274.997,0.597,0.109,0.373,1.787,0.051,0.952,0.002
186.855,34.664,0.067,0.334,1.435,1.203,0.096,0.252,0.006
12.972,36.253,0.054,0.158,0.987,1.845,0.236,0.601,0.004
12.482,78.241,0.009,0.171,1.620,2.149,0.220,0.005,0.004
38.949,60.507,0.057,0.082,-0.635,-1.950,0.590,0.697,0.026
5.873,33.862,0.079,0.347,-1.214,-1.041,0.116,0.255,0.003
49.528,51.129,0.039,0.447,-1.155,-2.087,0.129,0.233,0.002
9.459,49.691,0.100,0.212,-1.202,-0.777,0.161,0.241,0.005
143.391,159.351,0.038,0.204,1.452,1.772,0.079,0.202,0.006
-99999.000,24.195,0.050,0.039,-1.710,-1.981,0.231,-0.254,0.003
9.476,126.425,0.154,0.478,-0.910,-1.928,0.059,0.481,0.007
25.766,39.606,0.116,0.148,0.043,0.029,0.198,0.618,0.013
15.226,194.030,0.010,0.021,-1.079,-1.226,0.149,0.381,0.005
20.775,148.102,0.503,0.067,0.522,1.100,0.043,0.904,0.104
8.604,279.337,0.006,0.004,-1.089,-1.213,0.592,0.371,0.010
17.091,70.303,0.123,0.250,-0.207,-2.963,0.197,0.565,0.007
29.953,41.400,0.134,0.372,-0.528,-2.378,0.090,0.674,0.004
37.744,333.146,0.007,0.037,0.524,2.136,0.121,0.845,0.024
229.750,68.468,0.038,0.455,1.574,1.614,0.014,0.100,0.012
148.925,103.437,0.027,0.468,0.983,1.613,0.042,0.635,0.017
7.758,177.802,0.052,0.141,1.379,1.834,0.331,0.264,0.005
0.178,340.823,0.000,0.035,1.192,2.506,0.197,0.227,0.005
-99999.000,58.457,0.066,0.427,-1.162,-0.868,0.425,0.283,0.025
56.946,46.723,0.019,0.340,1.535,1.813,0.108,0.119,0.002
7.802,49.252,0.075,0.328,-1.533,-2.286,0.121,-0.103,0.004
0.111,48.231,0.000,0.000,-0.648,-0.579,0.273,0.587,0.007
43.159,18.936,0.076,0.034,-1.488,-1.507,0.205,-0.019,0.003
0.034,175.120,0.000,0.001,2.195,1.284,0.206,-0.462,0.008
-99999.000,30.919,0.139,0.283,-1.515,-1.145,0.158,-0.014,0.004
49.606,63.442,0.011,0.139,-1.278,-2.095,0.110,0.123,0.006
25.226,49.232,0.062,0.049,-0.649,-2.672,0.208,0.405,0.003
11.841,74.507,0.170,0.304,-1.713,-2.282,0.386,-0.238,0.007
76.552,24.965,0.168,0.254,1.332,0.816,0.318,0.302,0.005
17.579,69.190,0.000,0.115,-2.655,-0.806,0.499,-0.812,0.092
7.401,38.539,0.048,0.273,1.117,0.588,0.126,0.379,0.003
-99999.000,28.678,0.007,0.081,1.229,1.318,0.250,0.438,0.003
13.441,43.386,0.046,0.370,1.077,2.819,0.165,0.126,0.003
165.187,39.421,0.121,0.340,-1.303,-2.194,0.215,0.087,0.002
0.240,47.947,0.000,0.012,-1.888,-1.328,0.242,-0.381,0.005
6.780,123.598,0.014,0.463,-1.865,-1.112,0.261,-0.318,0.005
11.269,664.345,0.025,0.313,1.204,2.447,0.040,0.244,0.002
-99999.000,74.213,0.010,0.089,-1.453,-1.465,0.115,0.019,0.007
91.594,32.271,0.045,0.232,1.360,1.732,0.187,0.295,0.004
-99999.000,310.830,0.189,0.001,-1.128,-1.495,0.176,0.334,0.006
0.123,423.446,0.000,0.027,-0.392,-0.643,0.149,0.816,0.064
-99999.000,130.624,0.076,0.475,-0.685,-0.723,0.113,0.615,0.026
-99999.000,595.839,0.004,0.299,1.534,1.731,0.003,0.128,0.003
163.473,34.389,0.069,0.479,-2.283,-1.935,0.292,-0.722,0.006
35.881,30.378,0.150,0.070,-1.046,-1.092,0.239,0.401,0.004
-99999.000,64.137,0.455,0.046,0.966,2.464,0.142,0.398,0.009
0.194,90.248,0.000,0.123,-1.593,-1.639,0.257,-0.133,0.005
30.199,101.553,0.006,0.102,-1.411,-1.483,0.107,0.060,0.004
-99999.000,47.481,0.939,0.469,-0.609,-2.625,0.437,0.474,0.079
222.356,40.702,0.127,0.406,2.227,2.391,0.116,-0.448,0.005
47.212,461.812,0.178,0.242,0.542,1.679,0.235,0.898,0.040
20.409,105.203,0.007,0.487,-0.690,-2.422,0.086,0.517,0.005
11.421,84.741,0.112,0.040,-0.723,-0.976,0.237,0.647,0.024
16.518,164.151,0.023,0.462,-1.283,-0.495,0.033,0.157,0.004
14.464,72.222,0.040,0.302,1.394,2.246,0.137,0.170,0.004
135.449,236.999,0.019,0.014,-1.489,-1.222,0.048,0.004,0.007
2.283,232.256,0.019,0.302,-1.439,-2.045,0.040,-0.013,0.003
45.123,43.809,0.000,0.099,1.909,1.347,0.241,-0.207,0.003
0.047,43.162,0.000,0.024,-1.254,-2.057,0.088,0.150,0.003
-99999.000,138.987,0.033,0.260,1.384,1.170,0.144,0.296,0.005
39.383,29.835,0.026,0.208,-1.259,-0.681,0.217,0.192,0.003
66.629,305.416,0.688,0.178,-0.169,-2.494,0.149,0.919,0.060
26.541,99.532,0.008,0.232,-1.320,-1.452,0.031,0.151,0.003
10.765,123.347,0.473,0.105,1.816,0.576,0.478,-0.011,0.025
81.197,91.801,0.021,0.345,-2.102,-2.070,0.173,-0.571,0.008
7.401,99.762,0.013,0.060,0.888,1.853,0.241,0.673,0.013
61.709,78.828,0.023,0.160,-2.043,-1.421,0.169,-0.530,0.011
8.783,25.129,0.057,0.489,1.460,1.915,0.189,0.177,0.003
13.378,44.134,0.125,0.151,-1.095,-1.487,0.399,0.364,0.003
84.519,71.044,0.020,0.130,1.188,2.031,0.127,0.393,0.012
69.346,91.240,0.030,0.149,-1.092,-1.265,0.126,0.370,0.011
11.500,36.934,0.000,0.105,-2.128,-1.701,0.188,-0.619,0.007
7.180,79.422,0.029,0.317,-1.962,-1.832,0.150,-0.481,0.007
25.593,100.117,0.483,0.030,1.708,1.600,0.169,-0.033,0.013
79.026,179.641,0.131,0.011,-2.643,-2.573,0.069,-0.785,0.056
12.310,158.856,0.002,0.434,-0.696,-2.641,0.181,0.389,0.004
4.771,173.496,0.013,0.311,-1.760,-2.154,0.065,-0.287,0.003
97.656,116.510,0.008,0.065,-1.455,-1.590,0.085,0.008,0.009
0.276,61.742,0.004,0.320,-1.864,-1.582,0.509,-0.389,0.031
29.711,104.646,0.097,0.473,-1.315,-2.197,0.124,0.076,0.008
0.047,197.856,0.000,0.030,-1.783,-1.207,0.244,-0.265,0.005
80.503,42.118,0.074,0.252,-1.519,-0.809,0.124,0.015,0.005
6.094,342.698,0.020,0.369,-1.668,-1.412,0.050,-0.187,0.002
101.248,251.286,0.022,0.005,-1.032,-1.861,0.124,0.385,0.007
134.351,52.162,0.043,0.167,1.300,1.223,0.481,0.373,0.029
8.741,261.413,0.196,0.454,-1.297,-1.576,0.048,0.165,0.003
47.194,25.273,0.032,0.300,0.996,1.829,0.159,0.596,0.006
83.974,26.631,0.095,0.162,-0.836,-1.136,0.165,0.579,0.011
14.650,365.684,0.006,0.181,1.016,1.110,0.431,0.595,0.020
43.660,23.089,0.047,0.385,-1.563,-0.929,0.206,-0.032,0.003
88.711,44.840,0.097,0.064,1.208,1.196,0.194,0.451,0.008
24.905,27.158,0.032,0.058,-0.964,-1.786,0.299,0.456,0.003
44.260,53.297,0.039,0.273,-1.373,-1.710,0.227,0.079,0.004
45.841,163.766,0.007,0.151,-0.958,-1.004,0.251,0.465,0.010
99.893,95.751,0.048,0.011,1.625,1.490,0.137,0.058,0.014
26.203,205.054,0.018,0.005,-1.552,-1.208,0.161,-0.054,0.007
10.659,691.975,0.008,0.033,-1.857,-1.338,0.052,-0.355,0.003
75.019,12386.198,0.000,0.000,-2.029,-1.592,0.609,-0.535,0.014
0.015,128.781,0.016,0.030,-1.073,-1.953,0.389,0.332,0.007
22.946,69.047,0.062,0.065,-2.089,-2.061,0.151,-0.563,0.010
0.189,66.371,0.000,0.004,-1.407,-1.639,0.288,0.051,0.007
91.872,30.591,0.009,0.124,-1.528,-1.082,0.245,-0.020,0.005
116.059,27.029,0.056,0.202,-0.856,-2.049,0.266,0.502,0.003
104.723,192.653,0.083,0.273,0.422,2.341,0.113,0.852,0.028
-99999.000,89.662,0.158,0.066,-1.997,-1.767,0.212,-0.512,0.012
46.910,424.886,0.000,0.016,-0.767,-1.259,0.287,0.642,0.015
65.553,61.918,0.036,0.139,1.564,1.513,0.359,0.117,0.010
21.936,440.423,0.036,0.009,-1.269,-1.998,0.056,0.146,0.004
-99999.000,52.433,0.026,0.125,-2.520,-1.027,0.213,-0.792,0.022
64.102,88.683,0.056,0.065,-1.236,-1.382,0.121,0.236,0.011
25.531,438.900,0.000,0.052,-0.280,-2.271,0.107,0.881,0.025
0.121,63.215,0.064,0.066,-0.589,-2.734,0.534,0.408,0.018
0.127,102.085,0.134,0.085,-2.105,-1.047,0.194,-0.499,0.010
162.345,114.311,0.008,0.447,-1.083,-2.084,0.263,0.297,0.004
0.047,76.275,0.000,0.021,0.737,1.537,0.107,0.807,0.041
0.035,63.239,0.033,0.250,1.016,2.137,0.369,0.502,0.006
21.984,42.957,0.034,0.019,2.683,0.748,0.244,-0.725,0.013
36.175,167.130,0.012,0.324,-1.636,-0.579,0.027,-0.027,0.004
26.212,838.683,0.425,0.115,-0.951,-1.478,0.396,0.494,0.010
25.637,272.883,0.034,0.361,-0.697,-2.346,0.055,0.543,0.004
140.897,97.693,0.010,0.273,-1.182,-1.933,0.402,0.236,0.007
-99999.000,54.038,0.040,0.339,-0.911,-2.101,0.111,0.442,0.003
135.522,22.658,0.032,0.347,-1.135,-1.745,0.203,0.306,0.002
57.298,865.752,0.181,0.064,-2.412,-0.274,0.033,-0.241,0.007
7.914,113.484,0.007,0.434,-1.745,-1.531,0.189,-0.273,0.004
38.620,74.693,0.004,0.339,-1.029,-1.056,0.063,0.413,0.007
97.855,101.549,0.009,0.032,-1.895,-1.214,0.080,-0.366,0.016
95.487,277.075,0.028,0.001,-0.541,-1.303,0.114,0.798,0.047
8.009,95.495,0.000,0.293,0.899,1.404,0.158,0.704,0.016
50.270,438.716,0.012,0.000,-1.723,-0.798,0.106,-0.129,0.006
118.426,72.166,0.036,0.250,-0.844,-1.915,0.146,0.539,0.006
96.568,1025.569,0.689,0.002,-1.096,-0.808,0.150,0.324,0.024
90.357,304.080,0.005,0.034,-0.961,-1.789,0.180,0.459,0.007
21.036,56.541,0.011,0.245,1.281,1.731,0.223,0.369,0.004
203.271,18.060,0.093,0.086,-0.703,-0.983,0.266,0.663,0.014
0.703,26.453,0.020,0.421,-0.965,-2.191,0.191,0.372,0.002
6.769,227.946,0.052,0.248,-1.147,-1.024,0.111,0.310,0.005
36.163,30.026,0.005,0.021,-1.679,-1.217,0.315,-0.172,0.003
127.215,29.104,0.111,0.174,-1.597,-0.674,0.254,-0.021,0.005
71.311,170.565,0.013,0.233,-1.460,-1.975,0.088,-0.027,0.006
36.654,1468.004,0.004,0.084,-0.539,-1.439,0.013,0.800,0.006
37.506,32.831,0.035,0.318,-1.277,-1.342,0.163,0.199,0.002
31.297,68.771,0.018,0.463,-2.127,-1.615,0.131,-0.616,0.009
-99999.000,146.602,0.013,0.024,-2.414,-1.705,0.054,-0.815,0.022
-99999.000,43.882,0.012,0.280,2.066,1.508,0.175,-0.373,0.002
32.064,59.270,0.126,0.425,-1.450,-0.862,0.142,0.062,0.007
-99999.000,39.939,0.004,0.003,-1.596,-1.397,0.694,-0.115,0.008
101.942,22.968,0.060,0.138,-0.674,-1.726,0.258,0.697,0.007
-99999.000,144.885,0.000,0.340,1.043,1.923,0.041,0.539,0.003
6.673,70.575,0.069,0.473,-1.192,-0.934,0.120,0.265,0.014
9.873,108.021,0.040,0.387,-1.408,-1.518,0.139,0.060,0.004
5.991,2329.738,0.001,0.008,-0.705,-2.300,0.021,0.554,0.003
10.846,406.285,0.180,0.152,1.201,2.420,0.136,0.256,0.003
10.685,48.377,0.151,0.474,0.058,2.970,0.111,0.920,0.040
31.568,41.450,0.007,0.299,1.737,1.964,0.147,-0.084,0.002
45.806,120.480,0.003,0.144,-1.085,-1.835,0.251,0.340,0.005
15.468,45.246,0.100,0.106,-1.485,-1.466,0.107,-0.013,0.003
32.874,70.030,0.215,0.181,-0.203,-2.946,0.277,0.609,0.011
16.633,160.362,0.009,0.189,-0.793,-1.386,0.123,0.625,0.009
-99999.000,152.810,0.013,0.328,-1.187,-2.010,0.094,0.218,0.003
93.400,119.934,0.022,0.105,-1.623,-1.584,0.165,-0.159,0.010
102.314,102.263,0.031,0.361,-1.597,-1.574,0.095,-0.132,0.008
14.397,270.949,0.586,0.025,0.738,1.198,0.428,0.798,0.046
38.715,706.018,0.000,0.002,-0.911,-1.117,0.454,0.517,0.028
11.480,155.245,0.005,0.368,-2.527,-1.369,0.529,-0.856,0.044
8.141,113.607,0.019,0.071,2.956,2.828,0.644,-0.868,0.161
-99999.000,21.469,0.025,0.428,1.167,1.358,0.472,0.493,0.018
79.024,75.549,0.303,0.013,-0.398,-2.457,0.246,0.754,0.021
5.118,145.227,0.064,0.131,-1.396,-1.726,0.096,0.055,0.008
36.234,34.802,0.011,0.077,1.173,1.396,0.162,0.488,0.004
6.727,33.112,0.084,0.347,-1.261,-2.507,0.172,0.061,0.003
21.616,556.941,0.307,0.024,-0.515,-1.728,0.073,0.802,0.010
12.471,54.573,0.005,0.041,1.520,1.106,0.209,0.175,0.007
6.779,192.804,0.016,0.063,-1.407,-1.868,0.126,0.032,0.004
74.965,31.981,0.017,0.412,1.185,1.419,0.383,0.478,0.006
31.898,279.341,0.173,0.003,2.112,1.994,0.079,-0.420,0.004
0.474,223.416,0.000,0.364,-1.353,-1.271,0.079,0.129,0.003
-99999.000,46.281,0.068,0.210,1.140,2.341,0.200,0.330,0.003
27.132,48.355,0.037,0.144,-0.575,-1.100,0.401,0.767,0.020
80.461,49.064,0.095,0.455,-1.119,-1.856,0.106,0.306,0.005
13.418,26.477,0.013,0.228,-0.027,-0.140,0.297,0.985,0.051
72.155,42.997,0.154,0.446,1.462,1.593,0.147,0.212,0.004
11.595,36.953,0.013,0.391,-1.067,-1.688,0.246,0.375,0.001
23.438,71.354,0.009,0.459,-1.849,-1.163,0.186,-0.315,0.006
14.741,521.400,0.000,0.000,-1.006,-1.011,0.145,0.426,0.005
0.092,91.677,0.000,0.138,1.355,1.791,0.025,0.292,0.004
91.043,92.915,0.008,0.316,-1.355,-1.867,0.078,0.082,0.008
23.929,49.716,0.007,0.374,-1.402,-1.809,0.108,0.042,0.002
16.047,77.807,0.014,0.200,-1.517,-0.908,0.180,0.007,0.006
0.124,66.993,0.000,0.400,1.338,1.383,0.341,0.341,0.005
5.902,22.177,0.018,0.449,-1.018,-1.502,0.120,0.434,0.002
23.047,93.807,0.018,0.489,-1.410,-1.507,0.083,0.059,0.005
