sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
24.098,188.671,0.098,0.208,-1.560,-1.940,0.054,-0.117,0.006
0.441,239.004,0.000,0.100,-1.540,-1.508,0.049,-0.070,0.003
22.609,59.667,0.022,0.174,1.332,1.051,0.174,0.334,0.008
12.582,36.993,0.033,0.473,-1.499,-0.998,0.095,0.014,0.003
11.032,985.310,0.991,0.006,0.097,0.145,0.168,0.873,0.926
16.155,115.191,0.048,0.436,0.514,0.936,0.071,0.887,0.082
0.125,641.487,0.000,0.031,0.036,3.010,0.223,0.938,0.066
8.171,123.308,0.016,0.116,-3.118,-3.050,0.080,-0.981,0.373
16.463,153.222,0.026,0.051,0.911,2.637,0.111,0.332,0.004
73.387,58.501,0.083,0.261,-0.827,-1.023,0.229,0.573,0.026
27.841,99.723,0.636,0.025,-0.264,-2.445,0.189,0.864,0.030
23.498,239.068,0.005,0.006,-1.152,-1.802,0.115,0.282,0.005
18.847,73.411,0.910,0.489,-0.031,-0.051,0.092,0.888,0.807
21.718,765.054,0.698,0.073,-0.260,-0.337,0.216,0.797,0.191
14.245,722.582,0.963,0.100,-0.209,-1.135,0.297,0.951,0.021
120.985,136.981,0.026,0.020,-1.927,-1.468,0.245,-0.435,0.008
128.183,116.638,0.243,0.474,0.961,2.076,0.070,0.564,0.009
19.943,69.460,0.208,0.237,2.987,0.054,0.159,-0.245,0.013
74.496,37.168,0.431,0.137,-0.114,-2.552,0.210,0.946,0.022
18.258,54.924,0.687,0.184,0.078,0.087,0.374,0.796,0.332
38.933,85.771,0.122,0.171,-1.065,-1.701,0.125,0.376,0.010
71.450,86.309,0.115,0.462,2.396,0.570,0.109,-0.393,0.027
10.699,25.721,0.045,0.069,-1.346,-2.128,0.183,0.059,0.003
7.315,160.868,0.000,0.011,0.515,1.640,0.193,0.912,0.036
-99999.000,45.498,0.088,0.365,-1.323,-2.232,0.253,0.065,0.002
43.622,764.690,0.819,0.017,0.164,0.297,0.225,0.916,0.946
89.517,104.387,0.809,0.031,0.269,2.474,0.108,0.907,0.069
43.054,56.376,0.012,0.444,-2.047,-1.335,0.140,-0.520,0.003
20.148,30.050,0.031,0.029,-1.187,-1.921,0.174,0.233,0.002
27.250,347.959,0.648,0.118,0.262,0.351,0.253,0.849,0.691
7.548,214.139,0.294,0.056,0.114,0.099,0.160,0.713,0.203
30.284,170.029,0.048,0.044,-1.624,-1.355,0.202,-0.139,0.006
17.911,23.889,0.026,0.116,1.777,1.394,0.354,-0.084,0.003
0.354,790.945,0.980,0.031,-0.121,-2.209,0.287,0.960,0.019
-99999.000,135.862,0.041,0.226,1.555,1.532,0.211,0.125,0.004
26.832,54.010,0.071,0.288,0.927,2.631,0.159,0.325,0.005
19.000,32.795,0.124,0.461,-2.171,-2.633,0.162,-0.428,0.003
11.942,1130.721,0.312,0.061,-0.083,-0.124,0.413,0.860,0.624
5.232,51.966,0.343,0.117,0.053,3.015,0.499,0.888,0.049
26.154,148.906,0.000,0.008,-1.975,-1.569,0.038,-0.487,0.005
157.107,263.254,0.061,0.011,-0.856,-1.167,0.091,0.566,0.015
88.638,488.949,0.531,0.000,0.097,2.174,0.083,0.989,0.027
106.621,31.656,0.141,0.432,0.518,3.106,0.107,-0.013,0.006
0.443,117.460,0.000,0.019,-1.086,-2.894,0.084,0.025,0.006
0.264,43.726,0.000,0.285,-0.992,-1.272,0.088,0.459,0.003
19.087,38.948,0.032,0.359,-1.580,-1.647,0.225,-0.121,0.002
8.944,66.882,0.066,0.038,-0.645,-2.931,0.280,0.169,0.008
25.822,183.390,0.026,0.021,-2.011,-1.497,0.199,-0.512,0.007
152.926,97.039,0.059,0.120,-0.467,-1.139,0.310,0.836,0.052
0.080,121.640,0.000,0.002,0.212,1.332,0.261,0.994,0.087
85.638,95.114,0.083,0.368,1.119,2.251,0.084,0.381,0.006
56.648,207.878,0.491,0.120,0.045,0.083,0.306,0.911,0.902
25.495,817.632,0.836,0.001,-0.287,-1.128,0.107,0.923,0.054
20.449,26.848,0.033,0.399,0.987,1.398,0.231,0.640,0.007
10.693,143.791,0.809,0.104,-0.052,-0.036,0.079,0.627,0.094
66.502,23.738,0.029,0.311,1.478,2.392,0.152,0.077,0.005
87.201,72.149,0.294,0.179,-0.713,-2.514,0.216,0.452,0.011
-99999.000,73.255,0.092,0.445,-1.299,-2.319,0.294,0.069,0.006
38.519,107.979,0.296,0.258,-2.596,-2.277,0.222,-0.857,0.037
24.291,23.265,0.248,0.438,-0.374,-2.329,0.114,0.810,0.009
12.416,103.113,0.048,0.431,-1.233,-1.140,0.112,0.241,0.005
8.319,31.381,0.054,0.479,-2.540,-2.901,0.143,-0.422,0.005
7.178,1561.870,0.939,0.024,-0.587,-0.647,0.235,0.665,0.033
39.825,23.679,0.046,0.465,-1.569,-2.138,0.106,-0.131,0.002
19.942,217.345,0.064,0.015,-0.138,-0.138,0.094,0.745,0.128
86.421,83.047,0.400,0.122,0.622,2.660,0.208,0.520,0.016
42.950,221.822,0.696,0.008,-0.609,-0.229,0.062,0.357,0.025
0.091,80.615,0.000,0.083,-0.574,-0.956,0.223,0.752,0.019
20.167,242.955,0.201,0.004,-0.572,-1.116,0.066,0.770,0.018
25.073,295.309,0.080,0.242,0.714,1.908,0.102,0.780,0.013
205.639,220.839,0.955,0.336,-0.068,-0.097,0.078,0.852,0.851
0.187,183.825,0.000,0.071,-2.578,-1.187,0.066,-0.858,0.024
10.247,126.620,0.147,0.434,-2.663,-1.043,0.060,-0.876,0.016
-99999.000,36.538,0.024,0.412,-0.679,-1.605,0.313,0.703,0.004
33.412,317.591,0.768,0.008,-0.437,-0.725,0.137,0.804,0.149
0.313,35.406,0.023,0.363,2.542,1.357,0.418,-0.743,0.030
13.753,238.758,0.036,0.055,0.933,1.052,0.059,0.647,0.017
10.923,91.446,0.179,0.119,-0.812,-0.598,0.123,0.471,0.009
33.093,177.995,0.039,0.477,1.603,1.187,0.109,0.099,0.009
21.558,785.318,0.000,0.209,0.758,0.788,0.194,0.699,0.046
35.909,25.742,0.134,0.483,-1.014,-1.239,0.180,0.439,0.004
-99999.000,19.322,0.134,0.180,-1.059,-2.052,0.164,0.325,0.005
18.857,123.375,0.690,0.166,0.417,0.562,0.168,0.841,0.406
30.415,135.270,0.078,0.426,1.401,1.739,0.148,0.255,0.005
-99999.000,223.918,0.789,0.028,-0.057,-3.061,0.070,0.761,0.037
0.249,698.549,0.000,0.024,-0.369,-0.732,0.197,0.852,0.043
17.208,1111.955,0.728,0.011,0.293,0.235,0.047,0.687,0.025
15.283,98.082,0.029,0.307,1.916,2.016,0.085,-0.247,0.003
0.165,45.057,0.058,0.198,2.166,0.713,0.190,-0.283,0.003
54.576,386.530,0.007,0.004,-0.824,-1.491,0.054,0.599,0.011
10.688,197.145,0.232,0.029,2.687,2.504,0.244,-0.766,0.049
75.133,147.915,0.015,0.013,-1.595,-1.324,0.164,-0.107,0.008
30.894,276.782,0.512,0.012,-1.496,-0.289,0.082,0.067,0.024
-99999.000,126.970,0.925,0.049,-2.783,-2.820,0.241,-0.722,0.343
160.296,102.092,0.118,0.172,-0.398,-1.242,0.241,0.875,0.054
12.344,387.534,0.286,0.001,0.028,3.080,0.072,0.870,0.050
-99999.000,26.032,0.000,0.077,-0.151,-0.191,0.590,0.809,0.112
6.488,106.347,0.264,0.148,-2.476,-0.969,0.261,-0.747,0.032
50.121,333.898,0.070,0.276,-1.428,-1.131,0.101,0.066,0.010
65.727,206.124,0.017,0.153,-1.622,-1.457,0.030,-0.146,0.005
23.714,107.719,0.767,0.333,-0.318,-0.732,0.131,0.884,0.265
8.905,613.709,0.048,0.322,1.543,2.300,0.026,0.047,0.002
129.061,301.307,0.038,0.004,0.977,1.779,0.159,0.619,0.018
-99999.000,55.460,0.110,0.493,-1.626,-2.512,0.147,-0.159,0.007
88.301,146.745,0.000,0.073,0.306,1.011,0.124,0.975,0.095
0.132,87.225,0.000,0.405,1.318,0.584,0.070,0.263,0.004
5.309,152.181,0.261,0.202,0.760,0.739,0.262,0.679,0.048
112.397,136.660,0.174,0.106,-0.696,-0.204,0.232,0.288,0.017
0.324,675.293,0.000,0.005,-2.387,-1.199,0.185,-0.748,0.026
16.494,29.193,0.075,0.116,1.100,0.626,0.233,0.404,0.003
-99999.000,110.789,0.071,0.019,2.048,0.920,0.225,-0.255,0.016
18.356,48.418,0.318,0.347,1.041,0.092,0.070,0.141,0.005
-99999.000,60.258,0.025,0.405,-2.195,-1.099,0.223,-0.584,0.005
14.228,74.562,0.584,0.072,-0.086,-0.125,0.275,0.853,0.448
16.711,292.997,0.091,0.029,0.318,0.058,0.146,0.256,0.017
-99999.000,392.223,0.320,0.015,-0.188,-0.492,0.147,0.927,0.476
30.466,1963.316,0.777,0.001,0.107,0.424,0.252,0.988,0.196
25.097,100.947,0.265,0.082,0.593,0.777,0.132,0.805,0.081
69.867,126.489,0.234,0.302,2.946,0.283,0.223,-0.747,0.030
0.185,194.010,0.076,0.048,-0.178,-2.765,0.469,0.841,0.066
83.203,191.243,0.000,0.055,-0.988,-1.660,0.120,0.449,0.006
0.088,757.520,0.000,0.000,0.212,0.894,0.412,0.991,0.142
54.438,26.475,0.165,0.334,0.834,1.774,0.147,0.724,0.010
75.558,479.117,0.377,0.004,0.332,0.487,0.178,0.869,0.753
65.874,88.154,0.008,0.454,-1.283,-1.422,0.079,0.189,0.006
24.437,1739.209,0.000,0.007,-0.219,-0.829,0.521,0.942,0.053
6.275,447.359,0.882,0.000,0.153,0.946,0.184,0.998,0.138
9.719,131.534,0.259,0.049,-0.522,-1.890,0.111,0.782,0.014
19.026,215.651,0.451,0.436,0.440,0.130,0.013,0.352,0.018
30.204,237.937,0.156,0.237,0.584,3.007,0.022,0.134,0.006
89.592,783.280,0.939,0.009,-0.044,-0.191,0.128,0.979,0.225
77.008,80.883,0.078,0.370,1.174,2.254,0.085,0.337,0.010
32.284,157.158,0.000,0.139,-2.966,-3.055,0.334,-0.513,0.051
10.663,1126.142,0.599,0.005,0.195,0.156,0.133,0.688,0.047
0.746,335.152,0.100,0.038,-0.363,-0.957,0.133,0.882,0.091
50.186,1299.931,0.032,0.000,0.055,0.129,0.106,0.948,0.716
81.392,120.767,0.010,0.189,0.779,0.872,0.267,0.712,0.141
33.925,76.655,0.021,0.106,-0.653,-1.492,0.395,0.726,0.016
12.299,29.694,0.075,0.103,0.374,2.708,0.222,0.706,0.007
0.181,245.879,0.000,0.000,-0.294,-1.892,0.525,0.906,0.039
79.706,81.506,0.067,0.358,-2.131,-1.849,0.408,-0.618,0.067
10.886,168.384,0.035,0.030,-1.550,-2.020,0.166,-0.111,0.006
12.105,135.939,0.095,0.125,-1.703,-0.936,0.189,-0.144,0.007
31.100,134.046,0.330,0.185,-0.181,-0.112,0.067,0.574,0.042
96.842,230.087,0.000,0.039,-1.443,-0.940,0.115,0.064,0.011
0.545,613.510,0.863,0.004,-0.401,-1.450,0.121,0.874,0.052
-99999.000,29.255,0.000,0.033,0.082,1.240,0.183,0.998,0.034
0.038,59.099,0.000,0.000,-0.221,-2.759,0.341,0.791,0.015
0.195,36.833,0.055,0.259,2.662,0.189,0.176,-0.245,0.002
126.488,105.383,0.141,0.387,2.429,0.378,0.102,-0.285,0.016
41.038,252.034,0.064,0.034,1.527,1.782,0.082,0.129,0.005
-99999.000,287.193,0.031,0.055,0.886,1.723,0.164,0.695,0.016
11.822,161.142,0.012,0.069,0.290,0.224,0.302,0.673,0.042
43.213,127.789,0.027,0.385,0.647,1.297,0.106,0.856,0.029
84.070,63.661,0.020,0.058,-1.352,-1.334,0.147,0.126,0.007
73.197,63.121,0.211,0.040,-0.476,-0.820,0.441,0.796,0.217
4.497,639.721,0.634,0.002,0.240,0.890,0.152,0.985,0.103
-99999.000,363.916,0.000,0.012,0.068,0.424,0.098,0.997,0.334
66.238,674.462,0.520,0.000,-0.014,-0.598,0.228,0.991,0.034
102.690,97.845,0.369,0.032,-0.413,-1.262,0.161,0.868,0.059
70.715,103.348,0.017,0.381,-1.283,-0.840,0.069,0.188,0.008
17.897,112.432,0.120,0.159,-0.724,-2.706,0.453,0.322,0.021
78.369,170.531,0.198,0.055,-2.131,-1.363,0.086,-0.593,0.011
0.287,147.088,0.000,0.005,0.045,0.536,0.290,0.998,0.132
7.653,244.179,0.065,0.016,-1.616,-1.851,0.065,-0.167,0.005
46.827,96.484,0.117,0.326,-0.495,-0.781,0.220,0.775,0.051
35.000,75.798,0.086,0.147,-1.628,-0.955,0.292,-0.087,0.010
11.061,211.553,0.918,0.129,-0.192,-0.779,0.311,0.951,0.214
15.062,286.209,0.050,0.004,1.281,1.674,0.068,0.375,0.004
57.476,90.994,0.048,0.137,-0.815,-1.069,0.217,0.589,0.031
29.466,167.977,0.011,0.180,-1.262,-1.730,0.061,0.186,0.004
37.244,230.531,0.000,0.059,-2.068,-1.483,0.531,-0.559,0.019
51.402,1277.274,0.581,0.083,0.404,0.597,0.056,0.865,0.185
33.169,84.600,0.026,0.164,-1.559,-0.660,0.027,0.005,0.008
144.153,18.859,0.004,0.341,-1.253,-1.693,0.307,0.199,0.002
44.278,138.873,0.009,0.203,-2.066,-2.169,0.455,-0.524,0.029
186.552,27.454,0.037,0.494,1.013,1.351,0.198,0.619,0.014
135.698,24.107,0.463,0.186,-0.340,-0.393,0.321,0.750,0.109
17.710,324.526,0.140,0.216,0.062,0.065,0.259,0.777,0.340
39.496,31.328,0.042,0.065,-1.075,-1.479,0.169,0.383,0.002
16.523,243.587,0.197,0.037,-2.291,-0.872,0.265,-0.578,0.007
17.277,1629.678,0.911,0.004,0.243,0.853,0.637,0.983,0.030
57.408,758.974,0.854,0.013,0.075,0.111,0.218,0.872,0.964
4.782,281.771,0.139,0.104,2.494,2.699,0.347,-0.511,0.005
70.288,111.709,0.000,0.068,2.597,1.620,0.259,-0.794,0.041
24.201,618.987,0.497,0.041,0.058,0.098,0.337,0.899,0.831
-99999.000,96.397,0.036,0.119,1.496,1.482,0.066,0.186,0.004
6.327,180.160,0.007,0.005,-1.095,-1.353,0.061,0.368,0.005
0.174,1402.926,0.000,0.006,0.349,0.999,0.305,0.962,0.072
40.886,225.692,0.480,0.416,-0.514,-1.908,0.091,0.786,0.015
41.272,45.570,0.010,0.109,-0.943,-1.776,0.290,0.476,0.002
103.895,159.806,0.032,0.016,-1.890,-1.337,0.090,-0.384,0.011
13.893,912.823,0.000,0.003,-1.592,-1.930,0.197,-0.147,0.005
41.766,941.487,0.940,0.012,0.066,0.178,0.105,0.963,0.767
21.433,101.212,0.036,0.302,1.297,1.305,0.081,0.378,0.004
0.139,201.811,0.000,0.319,0.362,0.541,0.097,0.871,0.224
18.317,268.710,0.709,0.028,-0.011,-0.008,0.165,0.657,0.207
132.557,193.772,0.206,0.076,0.631,1.125,0.190,0.852,0.128
4.569,839.294,0.742,0.004,-0.371,-0.381,0.106,0.710,0.046
22.502,529.238,0.224,0.072,0.671,1.841,0.500,0.817,0.019
19.507,203.823,0.996,0.061,-0.006,-3.094,0.148,0.973,0.143
17.651,479.304,0.636,0.048,0.297,0.460,0.177,0.883,0.763
19.927,174.849,0.116,0.149,2.433,0.984,0.029,-0.596,0.006
45.133,87.610,0.199,0.381,-0.138,-0.021,0.113,0.226,0.015
39.522,1568.708,0.970,0.000,0.061,0.108,0.137,0.906,0.940
52.256,1122.709,0.604,0.001,-0.113,-0.624,0.118,0.973,0.030
6.069,147.226,0.007,0.234,-1.555,-2.587,0.097,-0.115,0.004
7.712,145.478,0.289,0.035,-0.522,-0.235,0.143,0.420,0.017
102.739,27.211,0.081,0.408,0.621,2.568,0.185,0.592,0.008
81.302,110.583,0.071,0.313,0.695,2.881,0.171,0.246,0.011
14.909,227.838,0.963,0.024,0.093,2.862,0.290,0.925,0.060
37.177,123.664,0.604,0.333,-3.072,-3.073,0.045,-0.753,0.105
-99999.000,76.651,0.056,0.114,-2.190,-2.085,0.165,-0.635,0.029
0.256,122.725,0.000,0.384,-2.446,-2.154,0.076,-0.794,0.012
8.403,91.993,0.759,0.389,0.021,1.143,0.149,0.994,0.256
9.610,376.696,0.018,0.061,1.520,2.245,0.352,0.073,0.004
26.877,213.053,0.020,0.283,1.474,1.409,0.099,0.211,0.006
35.928,60.694,0.000,0.057,-1.914,-1.730,0.367,-0.440,0.007
35.650,56.167,0.014,0.487,1.063,1.308,0.077,0.577,0.008
354.423,100.371,0.744,0.068,-0.431,-1.325,0.370,0.860,0.031
27.899,106.374,0.530,0.112,-0.949,-0.904,0.590,0.456,0.039
10.907,202.824,0.796,0.109,-0.760,-1.311,0.387,0.649,0.028
37.999,135.959,0.885,0.029,-0.138,-2.975,0.261,0.700,0.040
44.662,36.217,0.004,0.372,1.507,2.054,0.389,0.113,0.003
-99999.000,38.376,0.157,0.311,-0.555,-1.682,0.293,0.781,0.007
0.117,79.451,0.000,0.124,-0.487,-1.554,0.215,0.827,0.015
56.712,647.523,0.990,0.004,-0.506,-0.396,0.084,0.593,0.129
22.910,376.990,0.046,0.012,-0.861,-1.205,0.221,0.565,0.008
-99999.000,29.786,0.037,0.426,1.338,1.830,0.245,0.302,0.002
128.784,45.712,0.101,0.285,-1.532,-1.529,0.327,-0.064,0.004
0.274,877.862,0.000,0.035,-0.083,-0.140,0.131,0.884,0.701
7.287,127.834,0.130,0.233,1.144,1.234,0.124,0.507,0.008
60.464,41.726,0.523,0.456,0.387,0.213,0.182,0.546,0.020
57.212,132.551,0.035,0.194,-2.967,-0.651,0.118,-0.952,0.086
49.267,1079.010,0.789,0.003,-0.183,-0.276,0.033,0.846,0.071
31.981,84.846,0.024,0.284,1.796,1.093,0.066,-0.069,0.011
16.956,29.856,0.695,0.461,-0.383,-0.727,0.221,0.842,0.031
9.312,41.737,0.013,0.137,-1.110,-1.097,0.179,0.347,0.003
-99999.000,66.854,0.136,0.202,-2.888,-3.079,0.062,-0.317,0.023
18.461,43.280,0.053,0.350,0.880,1.455,0.165,0.718,0.008
-99999.000,59.104,0.095,0.168,-1.460,-2.256,0.193,-0.047,0.008
17.058,1452.312,0.004,0.017,0.548,1.191,0.014,0.899,0.058
25.214,27.014,0.025,0.088,1.258,1.621,0.262,0.402,0.002
5.287,604.982,0.000,0.009,-0.021,-0.029,0.186,0.841,0.603
19.910,608.702,0.814,0.021,0.150,0.385,0.196,0.962,0.751
0.356,124.833,0.001,0.056,-0.630,-0.770,0.269,0.672,0.019
-99999.000,189.826,0.187,0.012,1.407,1.111,0.301,0.274,0.012
22.691,150.940,0.065,0.473,0.798,1.537,0.328,0.770,0.028
53.512,213.959,0.010,0.020,-0.894,-0.844,0.190,0.487,0.014
11.730,26.652,0.150,0.170,1.179,1.590,0.183,0.475,0.003
-99999.000,155.677,0.724,0.109,0.568,1.731,0.441,0.883,0.049
29.884,1397.836,0.877,0.044,-0.023,-0.051,0.193,0.935,0.918
15.075,45.127,0.019,0.200,-1.879,-0.734,0.179,-0.219,0.002
0.182,247.170,0.140,0.459,0.629,1.572,0.018,0.864,0.013
-99999.000,62.159,0.068,0.310,1.693,2.048,0.303,-0.050,0.005
7.276,148.340,0.060,0.089,-2.623,-2.509,0.129,-0.801,0.040
14.700,60.982,0.008,0.375,-1.506,-1.308,0.107,-0.019,0.004
3.582,141.508,0.000,0.437,0.708,1.976,0.409,0.771,0.023
30.540,483.856,0.030,0.018,0.846,1.294,0.287,0.737,0.020
129.909,147.639,0.088,0.043,1.466,0.455,0.099,0.163,0.022
66.047,121.413,0.120,0.071,1.192,1.561,0.033,0.465,0.007
-99999.000,138.841,0.984,0.056,0.067,3.076,0.225,0.638,0.060
-99999.000,87.588,0.092,0.155,-1.480,-1.813,0.284,-0.035,0.008
26.256,47.500,0.070,0.022,1.329,2.177,0.348,0.239,0.004
12.002,1665.710,0.938,0.059,-0.077,-2.981,0.150,0.853,0.015
5.058,172.667,0.601,0.118,0.349,0.570,0.426,0.891,0.379
-99999.000,41.177,0.098,0.499,0.692,2.571,0.208,0.534,0.004
36.506,76.030,0.007,0.099,-1.339,-1.078,0.148,0.147,0.008
40.757,210.604,0.375,0.017,0.809,0.702,0.134,0.629,0.117
14.566,22.588,0.100,0.242,-1.099,-1.505,0.159,0.360,0.003
36.272,103.263,0.088,0.018,-1.883,-1.840,0.211,-0.412,0.010
4.013,375.510,0.675,0.008,-0.848,-0.328,0.038,0.310,0.008
8.439,68.620,0.036,0.331,2.152,1.263,0.087,-0.420,0.005
0.170,551.323,0.000,0.370,-1.307,-1.128,0.380,0.175,0.004
10.129,205.136,0.185,0.231,0.064,0.474,0.389,0.998,0.151
56.360,78.014,0.091,0.500,1.681,1.167,0.078,0.028,0.014
137.478,96.394,0.029,0.291,-0.347,-0.360,0.147,0.717,0.118
153.575,178.336,0.010,0.017,0.050,2.757,0.069,0.978,0.030
-99999.000,105.322,0.479,0.187,-2.821,-2.741,0.113,-0.829,0.074
11.291,76.419,0.047,0.233,1.997,1.379,0.144,-0.294,0.005
6.174,560.701,0.003,0.016,-2.751,-2.174,0.130,-0.946,0.101
12.378,184.667,0.001,0.111,-1.407,-2.491,0.205,-0.028,0.004
23.200,42.311,0.138,0.277,1.204,2.352,0.187,0.280,0.003
0.227,110.228,0.000,0.159,-1.588,-1.625,0.314,-0.127,0.004
105.780,252.525,0.012,0.027,-1.401,-1.375,0.094,0.077,0.006
191.490,19.763,0.054,0.291,-1.502,-1.953,0.130,-0.064,0.003
7.716,31.020,0.092,0.389,1.559,1.534,0.247,0.121,0.002
8.432,238.102,0.944,0.012,0.139,3.016,0.239,0.612,0.031
56.265,303.847,0.418,0.005,0.371,2.243,0.141,0.903,0.029
10.438,172.671,0.092,0.449,1.634,1.234,0.031,0.067,0.004
54.294,425.890,0.199,0.003,1.146,0.772,0.139,0.423,0.010
55.323,44.060,0.132,0.034,-0.720,-2.356,0.154,0.520,0.003
-99999.000,76.541,0.020,0.450,1.425,1.600,0.045,0.247,0.003
