run_number,subrun_number,event_number,ppfx_cv,weightSplineTimesTune,sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
5515.000,149.000,7484.000,-0.000,-14622437014834134384640.000,6.660,58.502,0.000,0.388,-0.190,-2.453,0.066,0.912,0.024
5557.000,74.000,3709.000,-0.000,-14622437014834134384640.000,6.467,286.136,0.046,0.043,-1.775,-0.734,0.076,-0.148,0.004
5075.000,11.000,583.000,-0.000,-14622437014834134384640.000,35.598,161.204,0.146,0.064,0.695,1.206,0.146,0.825,0.076
5024.000,11.000,564.000,-0.000,-14622437014834134384640.000,75.008,125.007,0.148,0.310,-0.158,-0.117,0.033,0.639,0.042
5024.000,12.000,632.000,-0.000,-14622437014834134384640.000,105.162,174.883,0.946,0.109,0.924,1.986,0.304,0.617,0.056
5151.000,205.000,10286.000,-0.000,-14622437014834134384640.000,5.537,684.881,0.829,0.090,-0.034,-0.056,0.325,0.885,0.786
5600.000,78.000,3933.000,-0.000,-14622437014834134384640.000,46.418,116.108,0.376,0.151,0.490,0.723,0.062,0.853,0.430
5921.000,113.000,5663.000,-0.000,-14622437014834134384640.000,86.730,79.082,0.041,0.269,0.413,2.058,0.475,0.913,0.031
5078.000,16.000,802.000,-14747.215,-2344335872.000,7.032,1156.907,0.982,0.017,0.292,0.421,0.139,0.867,0.843
5183.000,18.000,908.000,-0.000,-14622437014834134384640.000,5.484,250.342,0.146,0.053,1.002,2.518,0.118,0.345,0.004
5561.000,121.000,6079.000,-0.000,-14622437014834134384640.000,-99999.000,47.408,0.529,0.207,0.235,2.976,0.249,0.511,0.014
5507.000,24.000,1225.000,-0.000,-14622437014834134384640.000,0.634,43.636,0.018,0.322,-1.571,-1.572,0.414,-0.106,0.011
5093.000,113.000,5697.000,-0.000,-14622437014834134384640.000,21.632,104.887,0.061,0.190,-1.004,-2.110,0.174,0.360,0.006
5093.000,117.000,5899.000,-0.000,-14622437014834134384640.000,46.929,48.197,0.192,0.116,0.599,3.093,0.200,-0.004,0.007
5782.000,29.000,1468.000,-0.000,-14622437014834134384640.000,-99999.000,106.787,0.400,0.470,-3.035,-0.127,0.099,-0.716,0.023
4986.000,24.000,1228.000,-0.000,-14622437014834134384640.000,15.242,119.683,0.081,0.046,2.931,2.841,0.426,-0.830,0.127
5166.000,24.000,1210.000,-0.000,-14622437014834134384640.000,0.088,309.363,0.000,0.303,1.246,1.459,0.139,0.423,0.003
