sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
74.572,30.652,0.063,0.181,2.149,2.029,0.253,-0.449,0.004
33.694,91.528,0.123,0.199,-0.662,-1.453,0.247,0.721,0.020
49.858,38.649,0.030,0.205,1.336,0.976,0.237,0.322,0.002
45.303,97.203,0.099,0.048,1.375,1.805,0.200,0.271,0.006
-99999.000,70.838,0.020,0.212,-1.556,-0.663,0.102,0.006,0.005
52.621,25.353,0.091,0.408,0.780,1.645,0.166,0.774,0.007
9.314,104.509,0.184,0.190,-0.578,-0.517,0.148,0.612,0.019
45.772,92.930,0.098,0.457,-2.306,-0.355,0.126,-0.262,0.008
131.699,31.129,0.152,0.243,1.281,2.245,0.140,0.258,0.002
10.335,74.795,0.064,0.443,-2.173,-2.045,0.245,-0.629,0.033
105.098,168.949,0.000,0.000,1.246,2.159,0.605,0.310,0.017
25.789,33.653,0.096,0.350,-1.469,-0.705,0.224,0.057,0.002
6.343,747.955,0.094,0.124,1.139,1.907,0.157,0.463,0.003
81.418,30.203,0.103,0.080,-0.827,-1.996,0.161,0.538,0.003
206.917,34.541,0.063,0.481,0.687,0.792,0.138,0.749,0.022
23.805,62.434,0.337,0.058,-2.297,-0.306,0.168,-0.214,0.015
31.408,156.041,0.300,0.271,-0.572,-2.323,0.117,0.657,0.019
39.686,53.006,0.033,0.191,-1.212,-1.939,0.093,0.207,0.004
36.976,224.599,0.157,0.350,-0.914,-0.239,0.083,0.229,0.008
26.352,354.454,0.169,0.477,1.603,1.934,0.022,0.041,0.004
22.628,47.125,0.181,0.109,-1.028,-0.912,0.397,0.395,0.006
0.414,40.714,0.182,0.276,0.676,1.415,0.322,0.844,0.015
230.346,56.409,0.874,0.481,0.071,0.127,0.056,0.909,0.857
0.120,1371.035,0.000,0.460,1.323,2.581,0.071,0.122,0.002
0.096,94.427,0.000,0.137,0.980,1.147,0.293,0.627,0.027
11.697,86.133,0.033,0.348,-1.752,-0.999,0.169,-0.197,0.006
12.537,45.943,0.037,0.164,2.682,2.591,0.115,-0.728,0.013
16.652,927.047,0.000,0.018,-1.493,-1.831,0.295,-0.049,0.005
10.774,280.254,0.149,0.027,1.809,1.714,0.137,-0.140,0.004
66.690,173.932,0.000,0.045,-1.407,-1.356,0.570,0.072,0.015
50.162,181.321,0.900,0.389,0.466,1.651,0.105,0.930,0.021
54.236,48.818,0.091,0.427,-2.453,-0.581,0.160,-0.544,0.005
15.125,735.717,0.007,0.394,-1.058,-1.116,0.018,0.393,0.002
15.271,86.064,0.141,0.392,-1.158,-1.765,0.529,0.282,0.019
-99999.000,69.541,0.054,0.313,-2.305,-1.079,0.168,-0.661,0.019
189.030,39.437,0.080,0.092,1.254,1.485,0.448,0.414,0.018
-99999.000,121.083,0.015,0.487,1.135,1.263,0.154,0.517,0.005
80.103,117.328,0.052,0.155,1.122,1.745,0.118,0.507,0.006
16.857,198.132,0.913,0.153,-0.110,-0.170,0.102,0.862,0.712
8.708,46.465,0.026,0.495,-1.084,-1.385,0.230,0.378,0.004
33.477,59.182,0.270,0.211,2.237,1.565,0.242,-0.528,0.013
0.117,175.530,0.000,0.074,-2.081,-0.404,0.316,-0.183,0.006
0.157,27.686,0.000,0.428,-1.114,-1.032,0.214,0.339,0.002
-99999.000,29.272,0.150,0.462,-0.974,-0.116,0.153,0.144,0.003
33.125,111.066,0.105,0.496,1.223,2.464,0.087,0.225,0.004
15.178,32.586,0.097,0.195,1.666,1.741,0.216,-0.002,0.002
0.175,31.752,0.000,0.074,-1.465,-2.899,0.264,-0.077,0.003
39.956,69.969,0.251,0.044,-0.526,-0.371,0.083,0.554,0.012
15.784,40.419,0.084,0.335,0.962,0.826,0.382,0.569,0.006
21.292,39.854,0.104,0.160,0.933,2.361,0.181,0.475,0.002
32.754,30.368,0.076,0.146,-1.560,-2.188,0.188,-0.124,0.002
61.063,68.742,0.099,0.428,0.155,0.519,0.182,0.982,0.154
120.590,42.710,0.090,0.352,-1.519,-1.036,0.117,-0.007,0.003
0.117,480.942,0.000,0.256,1.975,1.391,0.256,-0.275,0.004
80.397,79.804,0.033,0.367,-1.311,-0.838,0.153,0.166,0.007
44.387,204.325,0.471,0.032,0.938,0.555,0.119,0.472,0.046
29.878,58.277,0.173,0.078,2.167,0.881,0.247,-0.342,0.008
12.386,269.520,0.099,0.020,1.162,2.252,0.070,0.347,0.003
74.243,297.162,0.193,0.138,-0.302,-0.575,0.032,0.864,0.216
11.957,31.080,0.020,0.148,-1.399,-1.184,0.191,0.090,0.002
18.961,72.881,0.022,0.190,1.806,1.240,0.111,-0.096,0.006
-99999.000,84.953,0.025,0.069,-1.666,-1.413,0.196,-0.185,0.010
12.035,65.846,0.142,0.434,-0.734,-2.027,0.405,0.607,0.017
41.522,247.992,0.060,0.014,-0.196,-0.217,0.245,0.765,0.304
21.694,519.414,0.168,0.005,-1.306,-1.910,0.384,0.123,0.006
22.587,127.501,0.115,0.342,1.089,2.454,0.094,0.318,0.003
7.405,23.600,0.022,0.215,1.422,1.095,0.195,0.260,0.002
0.054,129.714,0.000,0.329,1.394,1.359,0.394,0.289,0.005
19.632,1646.344,0.514,0.005,-2.142,-2.659,0.100,-0.398,0.008
35.989,19.889,0.184,0.059,0.555,0.656,0.358,0.786,0.154
21.782,75.962,0.004,0.013,-0.726,-1.865,0.264,0.642,0.012
111.713,43.411,0.638,0.276,0.611,3.062,0.227,0.043,0.013
38.758,33.595,0.074,0.415,0.744,0.555,0.115,0.599,0.009
54.912,83.173,0.015,0.320,-0.765,-0.684,0.157,0.540,0.012
-99999.000,85.060,0.029,0.399,-1.940,-1.203,0.076,-0.403,0.005
23.780,14.409,0.020,0.416,1.688,1.800,0.408,-0.028,0.005
117.008,16.627,0.004,0.340,-1.489,-0.949,0.182,0.026,0.002
39.302,213.647,0.009,0.066,-1.063,-1.320,0.080,0.397,0.004
0.083,430.985,0.000,0.179,0.826,0.380,0.059,0.428,0.006
-99999.000,382.047,0.006,0.294,-1.415,-1.252,0.100,0.071,0.003
4.463,74.611,0.925,0.403,0.309,2.427,0.175,0.895,0.059
80.404,28.118,0.083,0.227,1.546,1.252,0.106,0.149,0.002
0.166,57.290,0.159,0.450,2.164,1.650,0.356,-0.471,0.006
109.693,185.246,0.147,0.337,0.614,0.505,0.071,0.660,0.092
6.451,414.983,0.066,0.010,-1.475,-1.518,0.107,-0.007,0.004
4.175,3770.423,0.681,0.004,0.414,0.923,0.068,0.932,0.104
38.922,306.920,0.238,0.111,0.404,1.968,0.147,0.928,0.031
-99999.000,178.831,0.007,0.176,-0.799,-1.340,0.145,0.620,0.007
90.500,127.748,0.006,0.358,-1.292,-1.228,0.047,0.187,0.007
-99999.000,26.913,0.072,0.363,1.258,1.039,0.111,0.393,0.002
142.622,20.423,0.132,0.114,-0.851,-1.518,0.150,0.576,0.005
-99999.000,139.592,0.099,0.226,2.109,2.171,0.185,-0.400,0.004
4.665,68.708,0.061,0.297,-2.047,-1.191,0.205,-0.491,0.011
138.338,21.304,0.012,0.400,1.029,1.063,0.191,0.578,0.005
11.863,78.336,0.025,0.376,1.710,1.979,0.111,-0.061,0.003
15.430,32.314,0.405,0.406,1.125,0.267,0.113,0.227,0.004
49.027,302.072,0.000,0.325,-1.537,-1.417,0.060,-0.060,0.003
109.500,24.375,0.125,0.371,-1.677,-0.195,0.476,0.036,0.015
57.245,87.543,0.014,0.057,-1.252,-1.452,0.216,0.218,0.010
-99999.000,82.769,0.046,0.137,1.138,1.538,0.456,0.514,0.019
49.863,132.671,0.046,0.131,1.371,0.727,0.108,0.260,0.009
50.776,34.504,0.009,0.129,-0.720,-2.040,0.184,0.615,0.003
12.357,44.861,0.602,0.075,0.883,2.913,0.182,0.130,0.008
40.701,386.154,0.575,0.017,-0.887,-0.371,0.105,0.315,0.015
42.967,397.981,0.058,0.207,-1.506,-1.863,0.021,-0.063,0.004
0.117,180.686,0.000,0.462,1.570,1.737,0.065,0.093,0.002
9.292,38.206,0.111,0.160,1.288,1.049,0.165,0.369,0.002
9.410,109.517,0.252,0.154,-3.093,-3.135,0.309,-0.220,0.019
15.608,27.604,0.051,0.279,-1.552,-2.087,0.120,-0.115,0.002
31.009,48.687,0.066,0.275,-1.463,-2.492,0.291,-0.062,0.004
9.113,83.539,0.110,0.378,1.140,1.969,0.242,0.448,0.006
1.003,33.743,0.011,0.329,-0.660,-0.473,0.353,0.521,0.003
67.911,1385.658,0.106,0.008,-1.106,-0.724,0.095,0.302,0.006
88.868,30.051,0.006,0.245,0.728,0.393,0.395,0.496,0.006
1.188,40.585,0.118,0.210,0.316,1.020,0.342,0.973,0.041
0.088,365.472,0.000,0.291,2.109,2.634,0.065,-0.293,0.002
13.453,168.525,0.142,0.286,1.105,1.893,0.065,0.495,0.003
0.049,109.572,0.000,0.273,1.564,1.022,0.033,0.137,0.003
43.270,98.613,0.163,0.397,-1.964,-1.873,0.122,-0.481,0.011
0.134,129.221,0.000,0.354,-0.574,-0.489,0.061,0.598,0.009
15.376,301.259,0.724,0.301,0.566,2.844,0.460,0.375,0.015
0.054,117.817,0.000,0.122,-0.720,-1.230,0.134,0.676,0.011
48.687,67.217,0.971,0.298,0.006,3.133,0.329,0.744,0.281
171.322,109.890,0.236,0.485,0.004,0.009,0.185,0.933,0.847
-99999.000,25.400,0.254,0.409,0.489,1.026,0.098,0.911,0.044
39.844,34.679,0.187,0.187,-0.681,-1.179,0.229,0.701,0.009
52.228,1636.363,0.973,0.159,0.206,0.204,0.020,0.761,0.313
63.319,97.212,0.107,0.310,-1.378,-0.819,0.115,0.116,0.010
-99999.000,47.809,0.108,0.090,-1.587,-2.393,0.244,-0.141,0.004
13.723,29.988,0.132,0.370,1.426,2.802,0.128,0.009,0.002
0.303,30.384,0.000,0.002,2.189,1.041,0.248,-0.406,0.003
0.316,86.435,0.000,0.088,0.084,2.568,0.141,0.978,0.042
54.969,122.059,0.000,0.235,-1.413,-1.831,0.112,0.029,0.004
10.017,107.333,0.101,0.067,-1.285,-1.198,0.207,0.194,0.008
0.232,570.007,0.000,0.019,1.633,1.848,0.012,0.021,0.003
0.490,74.238,0.000,0.019,0.560,2.082,0.506,0.836,0.054
0.053,113.686,0.000,0.158,-0.548,-0.871,0.366,0.756,0.030
55.473,183.743,0.002,0.040,-1.779,-1.783,0.116,-0.319,0.011
7.594,118.631,0.820,0.078,0.027,0.077,0.207,0.965,0.739
47.269,87.691,0.099,0.204,-2.088,-2.029,0.137,-0.567,0.031
9.227,118.791,0.008,0.220,-0.973,-1.428,0.203,0.477,0.004
0.104,34.310,0.000,0.480,1.101,1.173,0.453,0.536,0.012
11.707,44.172,0.047,0.093,-1.347,-1.942,0.221,0.081,0.003
0.131,208.543,0.000,0.013,-1.522,-1.473,0.085,-0.050,0.005
42.706,84.821,0.068,0.063,-1.186,-1.786,0.114,0.252,0.013
83.202,36.449,0.076,0.034,0.942,1.498,0.221,0.672,0.008
11.541,123.381,0.120,0.059,2.269,2.336,0.050,-0.494,0.006
19.933,197.448,0.016,0.045,-0.965,-2.842,0.133,0.094,0.005
0.819,263.554,0.026,0.460,1.441,1.708,0.049,0.221,0.002
71.776,12.649,0.070,0.387,1.470,2.193,0.209,0.121,0.003
17.903,42.332,0.048,0.449,1.232,1.741,0.415,0.411,0.009
27.143,144.623,0.033,0.051,-2.068,-0.223,0.029,-0.065,0.007
24.993,77.664,0.083,0.241,0.412,0.521,0.144,0.825,0.184
19.348,42.445,0.047,0.094,-1.197,-1.626,0.399,0.259,0.004
0.065,44.597,0.009,0.111,-1.973,-1.826,0.517,-0.491,0.032
96.504,179.008,0.031,0.158,-1.512,-1.200,0.121,-0.016,0.009
76.880,125.149,0.014,0.117,2.079,0.411,0.103,-0.103,0.009
44.583,57.353,0.822,0.493,-0.251,-0.597,0.158,0.904,0.579
18.180,103.909,0.085,0.101,-1.705,-0.990,0.357,-0.156,0.009
0.138,271.932,0.000,0.136,-1.190,-2.456,0.142,0.119,0.004
26.656,78.680,0.101,0.469,-1.879,-1.885,0.069,-0.407,0.016
45.431,25.558,0.013,0.090,-1.248,-0.814,0.204,0.212,0.002
7.476,128.854,0.041,0.339,1.762,2.241,0.280,-0.115,0.003
16.286,21.325,0.000,0.380,1.274,1.456,0.207,0.398,0.002
28.355,52.100,0.015,0.090,-0.903,-1.264,0.184,0.534,0.004
31.782,28.770,0.133,0.238,-1.643,-2.177,0.250,-0.191,0.002
-99999.000,31.188,0.036,0.461,-1.237,-1.677,0.225,0.216,0.002
99.129,378.162,0.036,0.008,-2.326,-1.335,0.148,-0.732,0.012
-99999.000,39.420,0.026,0.252,1.193,1.056,0.280,0.448,0.003
4.678,33.206,0.175,0.072,0.619,2.079,0.341,0.802,0.008
66.457,129.482,0.048,0.401,0.684,0.715,0.098,0.722,0.083
10.478,175.598,0.437,0.030,0.594,2.099,0.037,0.813,0.007
-99999.000,32.597,0.072,0.065,1.417,1.395,0.346,0.266,0.003
17.757,67.550,0.284,0.457,0.615,0.849,0.071,0.812,0.030
191.000,153.459,0.526,0.497,0.329,1.832,0.085,0.962,0.058
4.645,118.624,0.032,0.223,2.480,1.845,0.354,-0.720,0.033
61.170,47.156,0.039,0.485,-1.235,-1.869,0.074,0.195,0.004
-99999.000,28.297,0.120,0.234,-0.151,-0.252,0.227,0.872,0.299
13.493,218.701,0.119,0.054,-1.037,-0.817,0.083,0.371,0.006
-99999.000,103.681,0.553,0.164,0.437,2.464,0.126,0.798,0.015
-99999.000,65.284,0.044,0.403,-2.093,-1.926,0.171,-0.583,0.010
0.065,19.304,0.000,0.128,1.506,2.313,0.141,0.073,0.002
0.104,248.477,0.000,0.039,0.800,0.307,0.207,0.382,0.008
21.291,115.565,0.168,0.185,-0.880,-1.470,0.342,0.554,0.009
8.219,127.768,0.149,0.213,0.163,3.099,0.188,0.177,0.004
138.243,184.537,0.093,0.013,-2.100,-0.921,0.288,-0.452,0.011
11.638,63.736,0.033,0.017,-2.933,-0.345,0.340,-0.820,0.039
104.913,69.895,0.293,0.050,2.914,2.512,0.221,-0.923,0.378
-99999.000,60.601,0.149,0.033,1.068,1.459,0.269,0.575,0.016
0.236,145.285,0.052,0.218,-0.679,-1.355,0.158,0.709,0.014
7.290,434.305,0.005,0.069,1.391,1.993,0.031,0.226,0.002
27.112,52.697,0.046,0.491,-1.376,-0.607,0.111,0.115,0.005
74.048,29.618,0.573,0.411,-0.381,-0.123,0.255,0.353,0.008
100.669,210.922,0.033,0.024,1.043,2.320,0.080,0.411,0.006
-99999.000,45.260,0.317,0.357,0.505,2.884,0.185,0.370,0.007
14.320,29.252,0.104,0.410,-1.625,-1.953,0.144,-0.178,0.001
22.219,59.731,0.878,0.390,0.292,2.866,0.387,0.629,0.056
34.165,745.866,0.130,0.033,1.136,0.656,0.080,0.393,0.008
5.146,22.647,0.024,0.202,-0.736,-2.059,0.180,0.598,0.006
103.656,58.075,0.341,0.040,-0.063,-0.076,0.256,0.809,0.648
16.121,125.756,0.015,0.106,0.588,2.000,0.419,0.837,0.018
14.278,71.964,0.159,0.077,-2.272,-2.404,0.457,-0.602,0.071
90.441,27.642,0.036,0.059,-0.637,-2.613,0.257,0.458,0.004
14.853,31.939,0.555,0.153,0.223,0.748,0.237,0.981,0.105
91.583,144.089,0.023,0.444,-0.654,-1.012,0.039,0.703,0.018
75.564,194.888,0.013,0.328,-1.270,-1.089,0.043,0.207,0.005
131.709,92.664,0.138,0.072,1.094,1.644,0.222,0.543,0.011
8.679,38.184,0.044,0.055,1.404,1.814,0.256,0.243,0.002
157.597,32.884,0.370,0.018,-1.136,-1.561,0.140,0.322,0.005
37.434,42.067,0.106,0.371,-0.461,-0.684,0.159,0.775,0.023
-99999.000,211.664,0.270,0.007,0.353,0.375,0.096,0.779,0.426
20.722,79.466,0.162,0.042,-1.320,-2.725,0.189,-0.012,0.009
12.349,31.817,0.003,0.499,-0.600,-2.148,0.061,0.684,0.003
-99999.000,33.243,0.159,0.440,-2.639,-0.120,0.192,-0.147,0.003
-99999.000,139.516,0.004,0.143,-1.270,-1.761,0.453,0.175,0.018
43.998,34.775,0.068,0.396,2.373,1.211,0.126,-0.598,0.003
0.091,187.539,0.000,0.137,1.068,0.747,0.052,0.469,0.004
9.428,35.345,0.027,0.202,-2.638,-1.219,0.124,-0.891,0.012
0.079,17.746,0.000,0.006,3.142,0.000,0.194,-0.973,0.063
50.939,83.040,0.012,0.164,-1.372,-1.163,0.107,0.116,0.009
30.004,62.038,0.353,0.393,0.090,2.981,0.178,0.832,0.021
-99999.000,266.602,0.570,0.027,0.351,2.794,0.098,0.647,0.012
5.108,28.409,0.112,0.392,1.052,1.790,0.128,0.558,0.002
1.412,37.833,0.037,0.455,-0.666,-1.220,0.237,0.713,0.007
3.910,41.436,0.378,0.488,0.480,2.421,0.128,0.785,0.008
40.914,79.267,0.059,0.479,-1.656,-1.504,0.224,-0.185,0.009
6.006,273.136,0.025,0.021,-1.798,-1.456,0.359,-0.316,0.009
-99999.000,68.847,0.064,0.262,0.398,0.433,0.134,0.783,0.353
-99999.000,63.210,0.121,0.283,-1.493,-0.102,0.087,0.076,0.010
44.471,24.726,0.170,0.253,-1.314,-0.600,0.584,0.151,0.013
108.991,349.009,0.949,0.008,0.094,2.781,0.189,0.948,0.066
0.202,600.220,0.000,0.002,0.332,0.553,0.266,0.896,0.544
128.601,26.239,0.000,0.041,1.947,0.673,0.265,-0.112,0.004
7.299,92.799,0.114,0.223,-1.827,-0.783,0.397,-0.199,0.009
14.798,1045.025,0.000,0.044,0.184,0.632,0.107,0.983,0.142
37.838,132.138,0.020,0.011,-1.907,-1.300,0.213,-0.393,0.008
18.199,39.418,0.170,0.200,0.526,0.326,0.170,0.574,0.007
94.046,157.826,0.010,0.472,-1.717,-1.462,0.061,-0.239,0.014
20.387,203.364,0.270,0.268,0.279,0.061,0.010,0.290,0.014
92.869,27.848,0.110,0.410,1.062,1.806,0.093,0.547,0.004
175.188,311.084,0.021,0.110,-0.607,-2.027,0.028,0.704,0.009
12.705,37.812,0.009,0.132,1.468,2.058,0.411,0.147,0.008
18.217,46.009,0.110,0.382,-1.541,-1.593,0.561,-0.079,0.013
11.013,27.325,0.044,0.350,1.174,1.363,0.229,0.487,0.002
-99999.000,68.354,0.094,0.381,0.580,1.373,0.132,0.891,0.049
66.582,57.512,0.282,0.185,-0.630,-2.342,0.327,0.602,0.022
0.225,29.863,0.000,0.009,1.340,2.304,0.272,0.196,0.004
99.013,137.419,0.047,0.023,1.420,0.919,0.315,0.250,0.017
4.065,266.804,0.049,0.132,1.606,2.322,0.027,-0.002,0.002
0.324,68.553,0.000,0.067,-1.142,-1.811,0.179,0.291,0.007
45.271,33.680,0.039,0.360,-1.624,-1.834,0.129,-0.174,0.001
55.165,156.346,0.134,0.266,1.590,0.309,0.035,0.102,0.010
0.174,429.289,0.000,0.267,-0.443,-0.645,0.023,0.778,0.031
15.142,178.513,0.035,0.461,0.372,0.816,0.085,0.936,0.042
19.887,49.831,0.029,0.061,-0.995,-1.471,0.660,0.456,0.016
5.284,104.022,0.166,0.038,1.289,1.819,0.087,0.349,0.004
0.280,1435.309,0.000,0.004,-2.000,-2.227,0.457,-0.462,0.045
38.807,443.088,0.141,0.034,-1.641,-1.435,0.055,-0.163,0.005
0.174,153.250,0.000,0.010,-1.251,-1.400,0.198,0.221,0.007
72.756,69.354,0.073,0.329,-2.635,-2.454,0.098,-0.830,0.029
41.053,25.779,0.075,0.411,-1.074,-2.102,0.145,0.300,0.001
62.067,58.581,0.108,0.203,-1.223,-1.301,0.322,0.250,0.007
64.385,1713.314,0.000,0.000,0.125,0.375,0.033,0.974,0.364
203.184,133.490,0.220,0.213,0.707,2.136,0.097,0.730,0.023
7.335,43.137,0.000,0.069,-1.673,-1.622,0.420,-0.211,0.016
17.649,207.739,0.189,0.180,-0.652,-2.151,0.055,0.643,0.010
12.796,189.874,0.875,0.040,0.306,0.492,0.222,0.890,0.767
12.190,113.768,0.013,0.294,-0.296,-3.131,0.114,-0.047,0.004
20.812,45.572,0.041,0.305,1.397,1.696,0.237,0.264,0.003
-99999.000,38.031,0.026,0.236,1.006,1.905,0.152,0.573,0.003
5.229,116.973,0.199,0.302,-0.481,-0.656,0.106,0.752,0.023
108.485,124.872,0.000,0.362,-0.714,-2.148,0.075,0.594,0.006
0.082,32.508,0.012,0.452,0.004,3.100,0.340,0.980,0.025
9.911,422.061,0.019,0.012,-2.130,-1.336,0.168,-0.588,0.006
7.190,86.158,0.000,0.388,1.512,1.998,0.057,0.117,0.003
21.002,81.185,0.040,0.023,0.684,2.015,0.342,0.777,0.026
-99999.000,40.146,0.056,0.359,1.384,1.564,0.225,0.289,0.002
-99999.000,135.070,0.066,0.014,1.456,1.718,0.745,0.205,0.010
-99999.000,26.799,0.000,0.148,-1.074,-1.489,0.314,0.384,0.004
65.039,113.526,0.192,0.480,-0.551,-0.144,0.038,0.287,0.019
-99999.000,100.165,0.401,0.307,-0.350,-1.197,0.608,0.897,0.078
0.132,59.824,0.000,0.047,1.050,2.080,0.207,0.493,0.006
30.425,215.080,0.465,0.102,0.899,0.718,0.354,0.574,0.055
0.105,32.418,0.000,0.013,-1.806,-2.156,0.249,-0.323,0.007
42.989,238.769,0.062,0.010,-1.330,-2.244,0.115,0.057,0.004
-99999.000,33.592,0.007,0.384,1.371,0.842,0.416,0.279,0.009
14.700,215.836,0.000,0.225,1.503,1.591,0.004,0.172,0.002
4.361,520.294,0.585,0.013,0.839,3.063,0.155,-0.001,0.005
102.825,19.616,0.016,0.290,1.185,0.770,0.259,0.395,0.004
0.577,27.412,0.009,0.359,-1.690,-1.726,0.687,-0.232,0.012
41.296,89.840,0.013,0.067,-0.974,-2.168,0.224,0.370,0.010
64.125,84.715,0.083,0.337,-1.076,-1.545,0.461,0.379,0.030
57.535,131.293,0.017,0.409,1.321,0.998,0.069,0.337,0.004
101.353,25.088,0.328,0.307,0.472,1.114,0.247,0.926,0.072
10.675,31.184,0.090,0.450,0.731,0.727,0.133,0.694,0.008
99.870,131.920,0.027,0.359,1.122,1.315,0.079,0.530,0.007
4.373,43.071,0.165,0.422,-0.565,-1.561,0.284,0.781,0.017
110.401,70.153,0.007,0.451,-1.499,-1.335,0.097,-0.016,0.003
65.231,45.339,0.053,0.441,-0.962,-1.985,0.095,0.425,0.003
71.934,30.579,0.766,0.174,-0.007,-0.014,0.200,0.921,0.656
9.566,23.850,0.053,0.278,-2.145,-0.584,0.315,-0.326,0.003
5.513,52.226,0.110,0.211,-1.112,-1.728,0.225,0.329,0.008
132.533,1252.622,0.000,0.265,-0.595,-1.395,0.094,0.766,0.008
-99999.000,93.721,0.119,0.175,-2.168,-1.813,0.287,-0.648,0.041
25.723,613.369,0.254,0.005,0.645,1.484,0.282,0.859,0.021
1.220,189.901,0.000,0.214,1.546,1.668,0.026,0.122,0.002
0.112,63.364,0.000,0.000,-1.442,-0.945,0.392,0.064,0.008
122.061,125.837,0.018,0.096,-1.100,-0.868,0.227,0.331,0.007
22.686,85.578,0.082,0.168,1.390,0.488,0.168,0.204,0.012
-99999.000,26.197,0.090,0.257,-1.848,-1.539,0.266,-0.371,0.006
34.549,72.058,0.106,0.032,1.100,0.908,0.126,0.492,0.013
20.171,83.593,0.224,0.466,0.601,0.233,0.323,0.412,0.024
0.112,22.598,0.023,0.321,-0.793,-0.177,0.309,0.228,0.004
30.120,56.683,0.008,0.110,-1.220,-1.321,0.389,0.252,0.005
22.683,53.393,0.051,0.469,-1.306,-1.182,0.107,0.175,0.005
168.946,47.866,0.035,0.155,0.811,1.307,0.152,0.760,0.015
73.691,27.248,0.069,0.168,-1.221,-2.573,0.233,0.070,0.002
18.328,460.201,0.051,0.184,0.984,1.474,0.080,0.642,0.007
33.202,37.774,0.106,0.242,0.833,2.383,0.234,0.539,0.003
211.027,29.244,0.000,0.252,0.407,1.796,0.309,0.941,0.018
24.171,173.658,0.080,0.340,1.549,2.158,0.057,0.063,0.003
125.017,101.506,0.002,0.154,-0.756,-0.525,0.562,0.479,0.018
11.160,625.392,0.026,0.000,1.472,1.216,0.048,0.219,0.003
57.761,35.967,0.096,0.330,-1.280,-1.728,0.136,0.168,0.002
-99999.000,27.678,0.053,0.399,-0.462,-0.549,0.310,0.725,0.019
0.567,222.058,0.000,0.229,2.306,0.233,0.197,-0.104,0.003
113.721,327.482,0.379,0.036,0.470,1.312,0.346,0.935,0.301
24.362,97.267,0.022,0.190,-1.756,-1.151,0.191,-0.231,0.007
106.868,38.421,0.611,0.060,-0.023,-0.065,0.203,0.958,0.466
0.066,96.179,0.000,0.000,-0.870,-1.189,0.067,0.557,0.006
22.556,98.473,0.000,0.169,1.770,2.057,0.201,-0.118,0.004
82.477,33.565,0.068,0.244,-1.105,-1.453,0.132,0.357,0.002
10.204,187.616,0.165,0.449,0.494,0.135,0.017,0.329,0.007
21.336,32.525,0.021,0.041,1.751,1.769,0.193,-0.088,0.002
4.412,27.944,0.067,0.372,-0.260,-0.194,0.213,0.628,0.011
7.008,187.971,0.193,0.033,-2.427,-0.552,0.137,-0.503,0.007
4.766,1786.574,0.964,0.000,0.007,0.025,0.030,0.979,0.084
15.061,81.200,0.379,0.069,-0.998,-2.144,0.283,0.356,0.020
73.287,249.051,0.012,0.057,1.426,0.786,0.048,0.232,0.007
-99999.000,267.952,0.033,0.025,-0.146,-0.124,0.104,0.689,0.051
0.299,96.165,0.183,0.126,-2.516,-2.542,0.202,-0.708,0.191
10.540,29.406,0.578,0.160,0.159,3.056,0.108,0.403,0.006
-99999.000,96.566,0.079,0.289,-2.675,-2.407,0.020,-0.870,0.047
31.534,153.086,0.077,0.048,-1.655,-1.784,0.179,-0.202,0.008
31.278,33.303,0.112,0.079,-0.836,-2.062,0.425,0.516,0.021
0.207,32.670,0.000,0.038,-0.752,-2.461,0.149,0.447,0.003
98.110,201.043,0.037,0.439,0.490,0.715,0.036,0.851,0.172
29.175,54.698,0.053,0.284,0.812,2.840,0.177,0.227,0.006
116.545,184.843,0.021,0.023,-0.679,-1.758,0.200,0.690,0.011
0.330,37.067,0.048,0.325,-0.652,-1.910,0.133,0.691,0.004
39.510,64.482,0.337,0.108,-0.167,-3.020,0.308,0.507,0.018
6.767,56.760,0.018,0.064,-1.321,-0.616,0.345,0.148,0.009
12.777,233.501,0.068,0.055,1.309,1.895,0.108,0.317,0.003
15.335,36.435,0.135,0.251,0.769,1.168,0.145,0.776,0.005
81.545,26.337,0.033,0.265,-1.346,-1.590,0.425,0.116,0.018
10.463,99.006,0.016,0.207,-2.528,-1.528,0.095,-0.869,0.011
-99999.000,52.489,0.073,0.292,-1.106,-1.177,0.084,0.355,0.006
109.623,44.399,0.127,0.387,-2.378,-2.158,0.141,-0.750,0.005
12.217,52.422,0.129,0.230,-1.186,-1.433,0.243,0.282,0.005
85.676,29.435,0.042,0.064,-1.116,-1.764,0.690,0.321,0.011
16.129,42.335,0.015,0.287,2.294,1.489,0.424,-0.570,0.024
0.090,65.533,0.000,0.166,-2.268,-2.087,0.573,-0.689,0.067
13.564,51.460,0.112,0.499,-1.072,-0.681,0.159,0.316,0.006
8.136,35.080,0.304,0.397,-0.399,-0.792,0.122,0.842,0.028
104.368,35.792,0.095,0.372,-1.409,-0.591,0.176,0.096,0.003
27.171,140.300,0.276,0.231,-1.254,-1.923,0.203,0.170,0.013
126.855,18.784,0.062,0.134,-0.773,-1.267,0.152,0.637,0.005
-99999.000,52.813,0.015,0.425,-0.639,-0.804,0.119,0.674,0.013
24.079,59.712,0.143,0.293,0.474,1.040,0.159,0.919,0.086
23.361,64.664,0.604,0.487,-1.140,-3.070,0.058,-0.054,0.011
