sss_candidate_min_dist,reco_shower_energy_max,reco_shower_nuscore,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_opening_angle,cos_theta,bdt_score
0.187,213.929,0.000,0.291,1.558,1.054,0.038,0.143,0.003
56.847,91.427,0.000,0.031,1.452,1.527,0.133,0.226,0.008
0.112,149.161,0.000,0.028,1.848,1.394,0.108,-0.153,0.004
14.185,135.271,0.033,0.090,2.290,1.455,0.160,-0.564,0.005
128.452,108.502,0.034,0.481,2.280,1.692,0.080,-0.570,0.006
-99999.000,116.545,0.143,0.295,-0.854,-2.293,0.121,0.432,0.006
11.775,1522.539,0.037,0.000,-1.436,-1.810,0.227,0.009,0.004
0.320,48.061,0.000,0.469,1.610,2.100,0.045,0.018,0.002
20.555,1511.329,0.003,0.002,-1.850,-1.385,0.022,-0.355,0.002
7.202,222.595,0.159,0.017,0.783,1.248,0.635,0.775,0.073
340.599,38.748,0.114,0.242,-1.355,-1.438,0.265,0.118,0.002
-99999.000,81.040,0.100,0.496,1.491,1.868,0.082,0.153,0.004
-99999.000,38.617,0.012,0.330,-1.313,-1.467,0.219,0.158,0.002
0.089,47.529,0.000,0.007,1.056,2.496,0.173,0.320,0.005
15.040,45.696,0.153,0.381,-2.585,-1.966,0.095,-0.894,0.013
22.312,247.070,0.047,0.005,-1.676,-1.916,0.158,-0.224,0.006
2.019,38.938,0.023,0.448,1.126,1.996,0.150,0.453,0.001
-99999.000,164.273,0.000,0.411,-0.555,-1.315,0.035,0.790,0.007
68.184,49.712,0.096,0.482,-1.113,-2.020,0.065,0.284,0.007
71.118,83.234,0.282,0.142,-1.065,-0.356,0.252,0.224,0.031
21.682,29.156,0.304,0.266,-1.148,-1.546,0.154,0.311,0.005
37.363,1219.179,0.000,0.000,0.594,2.127,0.075,0.806,0.013
0.233,136.315,0.025,0.120,0.892,0.810,0.131,0.614,0.026
-99999.000,84.934,0.027,0.230,-1.526,-1.933,0.162,-0.085,0.006
6.552,67.916,0.235,0.484,0.437,2.056,0.329,0.903,0.035
13.556,27.336,0.047,0.472,2.493,1.459,0.169,-0.718,0.006
16.361,134.412,0.024,0.183,-1.587,-1.395,0.109,-0.107,0.004
39.719,23.207,0.045,0.466,1.516,1.948,0.144,0.120,0.002
60.465,55.793,0.023,0.070,-2.016,-1.460,0.413,-0.512,0.025
19.076,280.340,0.066,0.097,-1.067,-2.811,0.094,0.067,0.006
88.253,14.198,0.037,0.219,-1.256,-2.005,0.179,0.156,0.004
170.424,94.757,0.214,0.333,-0.747,-1.715,0.181,0.644,0.024
180.231,139.316,0.012,0.341,-1.064,-2.161,0.164,0.296,0.006
45.230,53.794,0.007,0.027,-1.403,-2.234,0.267,-0.000,0.004
78.860,543.792,0.000,0.082,0.591,1.566,0.281,0.882,0.027
-99999.000,23.463,0.026,0.397,0.610,2.273,0.145,0.751,0.005
67.372,28.186,0.022,0.144,-1.588,-1.322,0.165,-0.100,0.002
18.096,29.528,0.818,0.217,-0.028,-0.120,0.140,0.981,0.099
25.861,39.942,0.068,0.190,-1.004,-2.249,0.170,0.321,0.002
69.949,85.819,0.020,0.347,-1.471,-1.244,0.063,0.019,0.008
0.366,66.437,0.000,0.019,-0.070,-0.063,0.520,0.716,0.187
23.864,335.726,0.585,0.015,-1.404,-1.622,0.071,0.056,0.008
0.231,1016.576,0.000,0.064,-1.709,-1.388,0.096,-0.224,0.004
0.079,249.519,0.000,0.105,1.123,1.451,0.100,0.530,0.003
-99999.000,79.523,0.043,0.130,-1.684,-1.589,0.400,-0.218,0.012
26.975,107.345,0.007,0.143,-1.544,-1.968,0.153,-0.104,0.006
112.853,120.386,0.078,0.333,-1.287,-1.915,0.315,0.140,0.007
-99999.000,107.648,0.030,0.037,1.824,1.770,0.145,-0.158,0.004
15.946,371.087,0.018,0.007,-1.628,-1.268,0.162,-0.132,0.005
4.255,110.314,0.109,0.283,0.911,1.404,0.394,0.696,0.030
44.508,29.444,0.150,0.320,0.966,0.629,0.175,0.490,0.004
-99999.000,161.088,0.211,0.391,1.412,0.212,0.172,0.133,0.008
46.931,61.776,0.175,0.066,2.031,2.940,0.172,-0.154,0.006
9.427,255.592,0.047,0.165,0.511,0.888,0.064,0.881,0.067
-99999.000,21.739,0.015,0.022,-1.882,-1.878,0.304,-0.410,0.009
24.509,31.309,0.038,0.103,-1.283,-1.309,0.132,0.194,0.002
4.560,123.875,0.338,0.237,-1.853,-0.781,0.313,-0.216,0.013
5.613,85.959,0.029,0.120,-1.213,-2.204,0.137,0.159,0.008
0.177,163.052,0.000,0.295,0.116,3.122,0.019,0.091,0.002
12.747,72.113,0.009,0.152,-1.734,-1.579,0.569,-0.267,0.016
0.084,421.493,0.000,0.109,0.039,3.121,0.058,0.401,0.003
14.811,1297.281,0.000,0.013,1.619,1.388,0.115,0.072,0.006
90.138,344.927,0.198,0.143,1.559,1.564,0.045,0.118,0.008
41.977,436.806,0.021,0.205,-0.480,-2.893,0.105,0.330,0.004
7.498,356.015,0.245,0.256,0.546,1.504,0.022,0.904,0.008
42.151,35.015,0.179,0.107,1.732,1.332,0.146,-0.034,0.003
52.963,88.496,0.023,0.216,-1.997,-1.603,0.100,-0.509,0.020
19.314,2795.817,0.005,0.016,0.803,1.918,0.021,0.720,0.013
67.901,79.201,0.011,0.405,-0.370,-0.494,0.690,0.779,0.434
394.790,543.589,0.571,0.040,0.413,2.624,0.151,0.731,0.020
12.784,40.816,0.014,0.296,-1.286,-2.057,0.192,0.122,0.002
22.318,26.170,0.225,0.403,-0.571,-2.182,0.121,0.698,0.007
14.953,76.185,0.043,0.177,-1.833,-1.311,0.324,-0.329,0.010
7.907,734.743,0.000,0.003,-1.574,-0.373,0.267,0.034,0.004
40.036,198.817,0.004,0.023,1.190,1.865,0.107,0.428,0.003
56.478,511.861,0.057,0.387,-1.615,-2.740,0.090,-0.131,0.004
-99999.000,147.055,0.053,0.407,-1.274,-1.387,0.107,0.200,0.004
-99999.000,181.477,0.012,0.074,-1.425,-1.375,0.071,0.054,0.004
0.094,38.094,0.000,0.000,-2.582,-0.780,0.219,-0.752,0.010
68.141,111.811,0.000,0.292,-1.763,-1.663,0.249,-0.300,0.008
9.847,88.106,0.023,0.401,-1.253,-1.461,0.339,0.216,0.006
0.167,157.524,0.014,0.011,-1.560,-1.458,0.059,-0.085,0.005
0.236,36.779,0.000,0.182,-1.848,-1.526,0.234,-0.370,0.005
37.945,22.675,0.031,0.381,-1.170,-1.640,0.202,0.283,0.002
9.357,64.928,0.113,0.318,2.533,1.045,0.066,-0.689,0.011
82.427,59.690,0.014,0.217,-1.319,-1.220,0.288,0.162,0.004
0.127,27.949,0.000,0.082,-2.787,-1.383,0.375,-0.959,0.021
-99999.000,89.840,0.055,0.042,-1.458,-1.416,0.186,0.018,0.009
117.670,19.390,0.450,0.332,0.530,1.628,0.507,0.906,0.029
111.731,25.974,0.034,0.188,-1.051,-1.192,0.148,0.404,0.003
-99999.000,308.326,0.010,0.170,-0.729,-1.777,0.069,0.651,0.009
1.298,124.227,0.027,0.027,1.186,1.677,0.276,0.460,0.006
14.480,89.791,0.026,0.058,1.333,1.750,0.199,0.318,0.006
58.910,562.176,0.002,0.443,-1.329,-1.522,0.113,0.138,0.003
10.847,89.547,0.006,0.362,-0.745,-3.025,0.104,0.034,0.003
23.697,324.300,0.023,0.065,-1.431,-1.835,0.297,0.011,0.006
0.119,52.254,0.000,0.066,0.735,1.912,0.642,0.766,0.047
44.607,32.155,0.448,0.376,0.085,2.955,0.150,0.877,0.022
138.564,34.128,0.012,0.074,1.404,1.981,0.217,0.216,0.002
118.850,132.375,0.011,0.247,-1.510,-0.358,0.025,0.058,0.007
12.921,140.584,0.000,0.003,1.700,1.440,0.183,-0.012,0.004
10.147,233.302,0.008,0.462,-1.061,-0.269,0.006,0.193,0.003
38.660,180.455,0.392,0.314,-1.105,-0.638,0.056,0.285,0.016
10.909,37.170,0.016,0.354,1.077,1.965,0.105,0.502,0.001
0.132,39.147,0.000,0.027,-2.037,-2.073,0.231,-0.520,0.008
40.504,60.489,0.012,0.123,1.648,2.045,0.171,-0.010,0.004
0.072,92.122,0.000,0.328,-0.548,-2.391,0.050,0.652,0.007
15.895,177.142,0.068,0.015,-0.219,-0.492,0.125,0.905,0.364
-99999.000,78.826,0.326,0.253,-0.306,-0.513,0.128,0.842,0.265
12.452,1712.526,0.383,0.000,0.428,1.099,0.683,0.942,0.067
45.436,84.968,0.078,0.033,-0.994,-1.717,0.387,0.439,0.015
24.642,95.712,0.180,0.480,-1.022,-0.275,0.108,0.209,0.011
8.601,89.139,0.983,0.063,0.431,0.744,0.270,0.893,0.692
12.809,305.397,0.016,0.004,1.553,1.369,0.323,0.138,0.005
13.325,30.027,0.159,0.150,-1.219,-0.864,0.415,0.238,0.017
-99999.000,46.327,0.048,0.379,-1.235,-1.631,0.161,0.221,0.003
0.134,45.927,0.000,0.026,2.199,2.001,0.440,-0.493,0.025
79.708,92.819,0.006,0.099,-2.085,-1.115,0.385,-0.503,0.016
5.025,1064.283,0.009,0.296,0.824,1.689,0.079,0.742,0.010
22.410,293.236,0.009,0.189,-1.400,-1.464,0.206,0.072,0.004
97.584,22.328,0.099,0.193,1.312,2.021,0.176,0.290,0.004
-99999.000,95.666,0.025,0.153,-2.307,-0.588,0.133,-0.439,0.006
76.999,27.718,0.077,0.468,1.711,1.409,0.092,-0.020,0.003
56.062,29.461,0.142,0.232,1.138,1.885,0.196,0.469,0.002
7.160,43.723,0.649,0.202,1.475,0.722,0.313,0.192,0.008
119.744,136.030,0.039,0.203,1.240,1.409,0.057,0.429,0.007
3.707,881.149,0.001,0.011,-1.560,-1.739,0.359,-0.107,0.005
21.141,693.484,0.000,0.391,-0.782,-1.167,0.014,0.625,0.004
9.387,301.057,0.000,0.017,-1.417,-2.325,0.164,-0.019,0.005
5.290,46.171,0.087,0.230,1.175,1.461,0.264,0.486,0.004
65.947,28.964,0.020,0.426,0.943,1.263,0.088,0.667,0.008
30.647,104.234,0.233,0.487,0.058,2.932,0.489,0.940,0.027
87.885,84.143,0.076,0.205,-1.331,-2.152,0.064,0.069,0.027
10.743,129.401,0.103,0.146,1.299,1.293,0.272,0.377,0.006
36.816,122.458,0.113,0.042,1.303,1.633,0.103,0.360,0.005
120.573,136.277,0.813,0.106,2.886,2.964,0.129,-0.604,0.048
78.606,681.559,0.024,0.329,-1.557,-1.486,0.109,-0.085,0.002
8.087,68.654,0.197,0.447,-0.585,-1.949,0.032,0.733,0.011
0.137,607.378,0.000,0.068,0.353,2.769,0.127,0.671,0.009
15.295,37.952,0.098,0.265,-0.881,-1.483,0.232,0.553,0.003
60.614,64.913,0.544,0.158,0.479,2.439,0.293,0.778,0.052
0.007,85.032,0.000,0.119,1.832,0.755,0.082,-0.050,0.005
0.024,392.852,0.000,0.440,-1.398,-0.721,0.021,0.103,0.003
59.546,103.791,0.007,0.015,-1.763,-1.465,0.104,-0.284,0.006
-99999.000,184.487,0.015,0.142,-1.856,-1.714,0.084,-0.388,0.009
173.893,247.860,0.000,0.456,1.533,1.415,0.016,0.154,0.006
31.297,38.550,0.099,0.371,1.277,2.126,0.089,0.294,0.002
48.196,174.690,0.079,0.480,0.503,1.968,0.254,0.886,0.012
35.176,23.822,0.040,0.245,-1.238,-1.953,0.269,0.181,0.002
51.923,324.871,0.005,0.153,-1.594,-1.631,0.035,-0.133,0.003
4.314,856.988,0.000,0.475,1.271,1.521,0.233,0.398,0.004
36.774,20.854,0.034,0.319,-0.644,-2.207,0.223,0.634,0.004
5.687,88.627,0.024,0.451,1.426,1.809,0.573,0.222,0.012
0.090,96.301,0.026,0.452,-1.433,-1.754,0.106,0.017,0.003
39.354,182.058,0.014,0.394,-1.229,-1.764,0.112,0.214,0.004
81.995,61.126,0.003,0.128,-1.377,-1.333,0.125,0.102,0.003
43.756,145.040,0.013,0.340,-1.478,-1.844,0.054,-0.035,0.004
0.102,59.859,0.025,0.451,1.576,0.665,0.027,0.125,0.004
17.516,486.455,0.083,0.042,1.524,1.552,0.396,0.154,0.004
7.710,39.208,0.018,0.082,1.690,1.232,0.308,0.014,0.003
132.751,33.965,0.049,0.179,-1.056,-2.020,0.231,0.334,0.002
56.056,97.417,0.017,0.068,-1.050,-1.550,0.224,0.403,0.007
0.177,32.713,0.096,0.274,-1.020,-1.328,0.338,0.435,0.005
0.063,219.896,0.000,0.000,0.309,0.484,0.553,0.885,0.562
41.175,43.587,0.025,0.357,-0.928,-0.956,0.494,0.482,0.014
20.182,74.595,0.075,0.301,-1.971,-2.079,0.128,-0.466,0.015
22.699,33.181,0.656,0.347,-0.367,-2.554,0.192,0.743,0.010
4.265,79.931,0.022,0.196,-1.234,-1.678,0.194,0.218,0.008
11.418,542.588,0.110,0.007,1.050,1.763,0.021,0.564,0.003
-99999.000,82.039,0.019,0.236,1.630,1.760,0.400,0.031,0.005
0.124,475.540,0.000,0.245,-1.737,-2.102,0.074,-0.272,0.003
9.137,34.460,0.093,0.086,-1.245,-0.368,0.247,0.155,0.003
15.660,77.276,0.220,0.333,-1.768,-1.243,0.093,-0.258,0.009
4.166,771.995,0.020,0.008,-1.325,-1.444,0.224,0.147,0.004
32.667,438.348,0.071,0.010,1.320,0.787,0.078,0.306,0.006
6.353,361.944,0.020,0.004,-1.327,-2.116,0.216,0.077,0.004
73.044,482.073,0.015,0.295,0.960,1.558,0.162,0.656,0.014
17.523,11.433,0.050,0.492,1.619,1.561,0.320,0.059,0.003
1.230,16.497,0.032,0.443,-0.301,-2.798,0.200,0.655,0.005
20.296,100.608,0.045,0.428,-1.487,-1.792,0.104,-0.040,0.003
72.610,376.938,0.000,0.407,-1.491,-1.573,0.081,-0.027,0.003
14.399,31.272,0.027,0.095,-1.149,-1.240,0.243,0.318,0.002
40.916,30.028,0.037,0.243,-2.010,-1.725,0.255,-0.523,0.004
39.903,1867.997,0.726,0.152,-0.509,-1.613,0.451,0.812,0.064
0.111,36.612,0.000,0.130,-0.902,-0.767,0.488,0.462,0.012
160.538,74.930,0.083,0.464,-3.109,-2.996,0.350,-0.988,0.202
11.867,115.714,0.906,0.121,1.934,1.839,0.435,-0.265,0.023
0.083,75.159,0.000,0.119,0.539,1.001,0.495,0.884,0.171
15.369,92.821,0.011,0.308,2.355,1.556,0.506,-0.624,0.066
172.640,157.364,0.019,0.183,-1.880,-1.136,0.086,-0.337,0.011
0.251,179.380,0.000,0.002,2.155,0.727,0.313,-0.280,0.007
22.467,375.898,0.016,0.084,-0.768,-1.710,0.617,0.628,0.021
-99999.000,122.526,0.006,0.371,0.774,1.119,0.195,0.767,0.026
0.091,64.645,0.000,0.456,0.958,1.458,0.378,0.661,0.043
0.042,194.840,0.067,0.488,0.566,1.519,0.035,0.895,0.007
46.019,112.137,0.905,0.146,0.023,3.028,0.287,0.958,0.088
5.941,38.077,0.111,0.229,1.711,1.395,0.182,-0.020,0.002
9.407,30.485,0.015,0.472,-0.927,-1.918,0.151,0.468,0.002
76.314,33.523,0.004,0.183,-1.620,-1.167,0.142,-0.111,0.002
15.141,450.041,0.583,0.161,-0.622,-0.842,0.073,0.696,0.016
4.307,79.233,0.013,0.049,0.950,2.441,0.288,0.422,0.008
20.543,1045.219,0.998,0.023,0.363,2.607,0.408,0.787,0.017
18.111,291.469,0.000,0.447,-1.959,-1.529,0.139,-0.470,0.003
6.287,34.714,0.180,0.077,-1.553,-2.121,0.611,-0.117,0.012
48.680,4673.749,0.000,0.040,0.951,2.732,0.093,0.242,0.004
51.835,477.973,0.000,0.004,1.532,1.695,0.200,0.133,0.004
91.488,143.358,0.007,0.082,-1.274,-1.232,0.160,0.204,0.009
29.417,160.406,0.000,0.482,-1.603,-1.697,0.351,-0.147,0.009
6.014,396.241,0.155,0.031,-2.556,-0.833,0.150,-0.755,0.019
15.070,91.301,0.008,0.446,-1.362,-1.116,0.024,0.126,0.003
-99999.000,35.284,0.070,0.267,-1.332,-1.770,0.128,0.114,0.003
14.460,52.474,0.819,0.173,0.030,0.096,0.443,0.973,0.500
0.045,45.592,0.000,0.134,1.826,1.826,0.152,-0.163,0.003
13.307,75.013,0.016,0.285,0.167,0.365,0.385,0.944,0.344
6.038,62.218,0.016,0.074,-0.694,-1.301,0.607,0.698,0.027
7.995,42.004,0.169,0.154,0.095,0.156,0.396,0.894,0.228
13.933,213.000,0.003,0.035,-1.594,-1.134,0.110,-0.083,0.003
-99999.000,234.085,0.337,0.158,0.718,1.798,0.472,0.795,0.032
22.556,232.117,0.085,0.020,-0.821,-2.046,0.206,0.532,0.007
13.654,76.033,0.124,0.289,1.087,0.337,0.230,0.278,0.008
-99999.000,82.827,0.070,0.435,1.521,1.598,0.191,0.153,0.004
230.691,26.648,0.031,0.172,-0.899,-1.193,0.210,0.533,0.003
0.342,247.144,0.000,0.485,-1.373,-1.680,0.136,0.082,0.004
27.929,204.316,0.065,0.365,-0.892,-2.847,0.066,0.122,0.008
102.939,26.042,0.034,0.263,1.130,1.928,0.221,0.466,0.003
25.468,147.361,0.006,0.138,-1.249,-2.060,0.285,0.154,0.005
14.922,235.578,0.292,0.016,-0.769,-1.460,0.441,0.643,0.058
18.483,91.280,0.010,0.478,-1.284,-1.028,0.175,0.194,0.008
0.797,153.249,0.061,0.422,1.310,1.785,0.106,0.334,0.002
14.599,508.979,0.130,0.001,0.304,1.610,0.641,0.977,0.016
73.428,157.557,0.018,0.209,1.023,0.338,0.047,0.304,0.009
181.634,355.025,0.056,0.044,1.605,1.511,0.111,0.077,0.011
5.837,159.634,0.000,0.040,1.429,0.751,0.224,0.226,0.005
3.810,92.974,0.013,0.081,-1.420,-1.855,0.323,0.020,0.007
56.186,30.180,0.302,0.433,2.863,0.526,0.101,-0.801,0.007
0.248,153.359,0.183,0.133,1.014,1.589,0.129,0.612,0.011
6.798,353.843,0.164,0.029,1.571,1.831,0.123,0.082,0.004
93.578,635.089,0.000,0.360,-1.473,-1.501,0.067,-0.003,0.004
23.036,24.350,0.173,0.084,2.742,2.506,0.171,-0.808,0.026
7.613,32.681,0.044,0.412,1.058,1.495,0.274,0.583,0.004
51.185,545.282,0.015,0.280,1.561,1.491,0.110,0.122,0.003
0.176,190.842,0.000,0.341,1.763,1.788,0.104,-0.100,0.002
94.059,246.245,0.007,0.033,-1.475,-1.661,0.028,-0.018,0.006
8.500,44.864,0.366,0.151,-0.104,-2.714,0.510,0.933,0.082
0.184,110.328,0.000,0.267,-1.223,-1.873,0.102,0.207,0.004
133.710,17.439,0.018,0.239,-1.180,-1.300,0.198,0.290,0.002
-99999.000,87.736,0.045,0.010,0.999,1.386,0.237,0.630,0.037
59.881,38.804,0.029,0.060,2.255,2.494,0.327,-0.437,0.005
6.604,43.565,0.075,0.286,1.250,1.264,0.259,0.418,0.004
67.730,55.356,0.128,0.363,-1.712,-1.266,0.249,-0.210,0.005
0.064,38.102,0.090,0.361,1.806,1.470,0.288,-0.119,0.002
17.552,312.917,0.243,0.166,-0.072,-2.786,0.381,0.949,0.065
0.023,3109.292,0.000,0.002,1.392,2.442,0.047,0.123,0.003
27.129,26.588,0.186,0.340,-0.926,-1.707,0.157,0.499,0.004
28.884,83.342,0.022,0.323,-1.450,-1.223,0.104,0.040,0.006
53.121,56.577,0.123,0.199,-1.130,-2.098,0.134,0.253,0.005
47.340,65.975,0.077,0.498,-1.374,-1.351,0.166,0.104,0.010
33.646,17.254,0.075,0.415,-0.570,-2.077,0.231,0.722,0.005
6.098,79.291,0.041,0.417,-1.867,-1.745,0.129,-0.399,0.009
12.680,97.571,0.000,0.068,-1.411,-1.285,0.120,0.073,0.004
0.139,344.349,0.008,0.246,0.553,1.808,0.244,0.882,0.019
11.909,62.827,0.075,0.038,-2.604,-0.833,0.207,-0.788,0.030
166.910,67.552,0.008,0.323,-1.410,-2.122,0.062,0.005,0.004
18.519,113.917,0.071,0.035,0.754,1.370,0.283,0.799,0.050
6.894,406.801,0.066,0.258,1.041,0.570,0.074,0.417,0.007
10.356,315.052,0.099,0.002,-1.139,-1.599,0.296,0.316,0.005
-99999.000,238.431,0.016,0.478,-1.687,-1.629,0.047,-0.225,0.005
10.536,87.134,0.116,0.153,-2.041,-1.205,0.192,-0.489,0.018
0.208,271.611,0.000,0.004,1.431,1.769,0.067,0.223,0.003
5.320,3296.279,0.000,0.000,-0.630,-2.012,0.533,0.690,0.027
-99999.000,138.088,0.021,0.435,1.122,1.427,0.089,0.532,0.003
10.319,305.199,0.000,0.464,-1.425,-1.465,0.170,0.047,0.003
65.283,315.482,0.877,0.138,1.653,1.548,0.080,0.027,0.008
70.086,102.978,0.267,0.293,-1.196,-1.204,0.107,0.276,0.020
89.473,273.301,0.011,0.052,-1.448,-1.046,0.024,0.053,0.009
95.056,43.587,0.141,0.115,-2.114,-1.044,0.378,-0.505,0.014
62.079,80.423,0.106,0.211,-0.414,-0.967,0.371,0.855,0.120
9.348,157.043,0.020,0.389,1.513,1.471,0.465,0.170,0.011
31.940,24.290,0.080,0.472,-1.280,-0.413,0.132,0.148,0.004
75.771,202.813,0.012,0.140,-1.542,-1.397,0.042,-0.063,0.005
21.127,67.853,0.037,0.049,-1.672,-0.993,0.265,-0.130,0.006
